# x_1,x_2,x_3,Class_label
-7.17949600e+00,1.98884456e+02,-5.36887931e+01,0
-2.33286906e+01,1.01835944e+02,-3.94473187e+01,1
-8.86189108e+00,1.09146606e+02,-3.17505142e+01,1
-3.84698272e+01,8.96169865e+01,-4.63295914e+01,1
-5.29651678e+01,1.07786266e+02,-6.05905455e+01,1
5.17630074e+01,1.56300367e+01,3.23961251e+01,0
2.23347584e+01,4.78953138e+01,4.63095586e+00,0
4.15749079e+01,8.75871745e+01,7.16892460e+00,0
-6.10598095e+01,1.11404841e+02,-6.68774683e+01,1
-1.23523166e+01,1.05213567e+02,-3.30503153e+01,1
5.79075559e+01,2.99601837e+01,3.27817430e+01,0
-8.76062222e+01,1.62814961e+02,-9.76532189e+01,1
-4.70537264e-01,1.43790117e+01,-1.85295311e+00,1
-5.25027199e+01,5.06925462e+01,-4.56183044e+01,1
-3.15557008e+01,7.47175806e+01,-3.79261775e+01,1
7.06105288e+01,-1.38830421e+01,5.24515252e+01,0
-8.46242036e+01,1.52161656e+02,-9.29429794e+01,1
5.87155213e+01,-7.54632368e+01,6.03975435e+01,0
1.13976717e+01,4.37914818e+01,-1.55349768e+00,1
5.59202916e+01,1.04336758e+02,1.23607110e+01,0
-5.00112523e+01,9.35729687e+01,-5.49844188e+01,1
4.56960094e+01,9.22147189e+01,8.70773094e+00,0
-6.30894145e+01,1.40563094e+02,-7.57108898e+01,1
3.03025491e+01,3.97721486e+01,1.19910574e+01,0
7.59586901e+01,1.01083735e+02,2.64586310e+01,0
7.27437023e+01,3.83055287e+00,4.93131035e+01,0
5.73648602e+01,2.17933189e+02,-1.58637384e+01,0
-7.33169979e+01,1.03977473e+02,-7.30818764e+01,1
-1.12490579e+01,8.16154156e+01,-2.62582631e+01,1
-3.58066272e+01,1.44993764e+02,-5.87920958e+01,1
-1.54321841e+00,7.75162481e+01,-1.87815251e+01,0
1.21150635e+02,1.91830777e+01,7.74071847e+01,1
-5.68641677e+01,9.22475834e+01,-5.91795138e+01,0
2.77289200e+01,-4.10627532e+00,2.15591593e+01,1
-4.58416004e+01,1.17798738e+02,-5.84478504e+01,1
-1.98042518e+01,1.22439287e+02,-4.24072556e+01,0
-2.49711461e+01,2.24284762e+01,-2.01362633e+01,1
-5.12472688e+01,1.00838088e+02,-5.76687244e+01,1
8.19629701e+00,1.06076168e+02,-1.96719298e+01,0
-6.20409229e-01,6.88143987e+01,-1.59354480e+01,1
6.34277175e+01,2.15238571e+02,-1.11588842e+01,0
3.34905232e+00,7.58495686e+01,-1.51154719e+01,0
-5.09115447e+01,8.75687641e+01,-5.40379180e+01,1
-6.85110234e+01,1.85639608e+02,-9.08783533e+01,1
-1.67586206e+00,4.28048228e+01,-9.95268118e+00,1
6.79596835e+01,1.14628016e+02,1.76852989e+01,1
3.80987485e+01,9.06656376e+01,4.07745829e+00,0
3.84489882e+01,1.17235552e+02,-2.51598861e+00,0
1.22943282e+01,7.68105906e+01,-9.44196409e+00,1
5.52129590e+01,2.93340318e+01,3.11591863e+01,0
-5.03962721e+01,1.43188578e+02,-6.79844456e+01,1
3.74925883e+00,3.78700775e+01,-5.09446732e+00,0
1.59869056e+01,-1.60990169e+01,1.68684639e+01,1
-1.43275241e+00,-4.18688954e+00,2.27939947e+00,0
1.53448687e+01,4.93023228e+01,-3.56689273e-01,1
7.69612657e-01,8.86507554e+01,-2.01110127e+01,0
5.10439122e+01,1.40166968e+02,-7.07153852e-02,0
3.23516278e+01,1.81792959e+01,1.88939758e+01,1
-1.65908446e+01,5.24707816e+01,-2.23070488e+01,1
-3.30930280e+01,1.62698815e+02,-6.15441718e+01,0
-2.23993070e+01,8.83664766e+01,-3.53721899e+01,1
7.59305959e+00,6.18846806e+01,-8.71931734e+00,0
-1.12531858e+01,5.66110009e+01,-1.98378882e+01,0
-1.30948572e+01,2.07906911e+01,-1.18553044e+01,0
9.68563509e+01,3.96345318e+01,5.60746197e+01,0
-5.23847068e+00,5.41251625e+01,-1.52185277e+01,1
9.83883329e+00,1.54766681e+02,-3.10923937e+01,0
-1.29880920e+01,1.03766071e+02,-3.30992680e+01,0
-1.01285211e+01,8.64763899e+01,-2.67653247e+01,0
-7.28261114e+01,1.00822625e+02,-7.19465724e+01,1
-1.23847288e+01,5.69311304e+01,-2.06690272e+01,1
7.69556852e+01,4.19578066e+01,4.23066901e+01,0
-3.40218162e+01,3.03043561e+01,-2.81495394e+01,0
7.71972988e+00,1.61455197e+02,-3.42130477e+01,0
-1.43631404e+01,9.91764309e+01,-3.28303534e+01,0
-7.30577282e+01,1.10882536e+02,-7.46840454e+01,1
-1.88803992e+01,2.87741729e+01,-1.77352168e+01,1
-2.77414716e+01,1.25219216e+02,-4.83745593e+01,1
-7.56006598e+01,1.56464935e+02,-8.80762260e+01,1
-5.96232914e+01,8.01268113e+01,-5.78920515e+01,0
-1.47239069e+01,5.04629537e+01,-2.05556592e+01,0
3.87214256e+00,6.03493544e+01,-1.07875898e+01,0
-4.16914488e+01,4.71020420e+01,-3.75406084e+01,1
2.47553108e+01,1.19349787e+02,-1.21221644e+01,0
-3.96409246e+01,7.19614968e+01,-4.25693517e+01,1
-2.10587908e+00,7.69705618e+01,-1.90137432e+01,0
2.56238014e+01,1.64181664e+01,1.48936036e+01,1
6.69261014e+01,8.70428406e+01,2.40872791e+01,0
4.76897276e+01,8.77159929e+01,1.11828885e+01,0
-1.60013133e+01,6.33811524e+01,-2.47195154e+01,1
-3.44245980e+01,5.96871570e+01,-3.59639400e+01,1
6.04085365e+01,1.84443242e+01,3.73951826e+01,0
-9.38468981e+00,3.69031436e+01,-1.35387030e+01,1
1.82635874e+01,9.47124192e+01,-1.00898501e+01,0
5.55783409e+01,9.09179838e+01,1.55813932e+01,0
1.70898117e+01,8.61222601e+01,-8.66007532e+00,0
4.13930078e+01,-1.51872073e+01,3.34491069e+01,1
4.02512405e+01,7.88559374e+00,2.67665193e+01,1
-2.54580237e+01,1.02084585e+02,-4.09204749e+01,1
7.14138239e+01,1.53946815e+01,4.54623511e+01,0
-4.31724120e+01,7.49509385e+01,-4.56745688e+01,0
-5.54229182e+01,9.70627612e+01,-5.94625496e+01,1
-1.09745903e+02,1.61117587e+02,-1.11870207e+02,1
7.94846718e+01,3.24695956e+01,4.64178052e+01,0
6.49971841e+01,8.77356138e+01,2.26326786e+01,0
-3.51500580e+01,7.75562840e+01,-4.10342830e+01,1
-1.42858975e+01,5.07665022e+01,-2.03437407e+01,1
7.42405425e+01,7.32656001e+01,3.24673781e+01,0
2.85289614e+01,4.55404036e+01,9.33547656e+00,0
-6.34933318e+00,6.99784635e+01,-2.00261237e+01,1
5.86085412e+01,1.53366040e+02,1.54532305e+00,0
-1.47712248e+01,1.92870005e+02,-5.71683450e+01,0
-2.67398125e+01,1.32574100e+02,-4.96009322e+01,1
3.40641042e+01,7.78599420e+01,4.69666774e+00,0
1.96440470e+01,5.32609054e+01,1.47181822e+00,0
-2.33204684e+01,7.80540471e+01,-3.33328090e+01,1
-8.29464179e+00,3.72517680e+01,-1.29068159e+01,1
7.96247206e+00,3.07235355e+01,-4.70182919e-01,1
1.12337521e+01,3.64847788e+01,2.14951107e-01,1
-1.40642171e+01,6.89593506e+01,-2.48703820e+01,1
2.48919522e+01,5.60156510e+01,4.23747489e+00,0
9.31673315e+00,4.38004012e+01,-2.93304488e+00,0
3.14847341e+01,8.13544359e+01,2.09186623e+00,0
-3.06123932e+01,9.32158222e+01,-4.20536636e+01,1
5.28967950e+00,1.04411652e+02,-2.11680771e+01,0
-4.16191627e+00,5.49561288e+01,-1.47194747e+01,1
-6.93505947e+01,1.17752989e+02,-7.39953774e+01,1
-4.45594955e+01,9.61668200e+01,-5.20425138e+01,1
-2.93684676e+01,8.09210536e+01,-3.80721124e+01,1
2.67155117e+01,8.73970139e+01,-2.61682426e+00,0
1.03789300e+02,8.27266832e+01,4.95936834e+01,0
-5.68270898e+01,7.71605298e+01,-5.52794281e+01,1
-6.42490851e+01,9.70217307e+01,-6.52935523e+01,1
-7.38733910e+01,1.22635291e+02,-7.82429216e+01,1
-1.95962779e+01,-9.35871516e+00,-8.41348169e+00,0
6.58310215e+01,8.93805526e+01,2.27619985e+01,0
2.23184350e+01,4.97196561e+01,4.15151721e+00,0
1.34090305e+02,5.75110093e+01,7.61255856e+01,0
-2.34877841e+01,1.10451398e+02,-4.17657421e+01,0
-8.15285394e+01,1.28593005e+02,-8.48398441e+01,1
8.61704282e-01,3.35606558e+01,-5.89857740e+00,1
1.09014654e+02,2.14996045e+01,6.87799963e+01,0
-3.91472583e+01,1.13974669e+02,-5.30349199e+01,1
2.10485344e+01,8.17132739e+01,-4.90744424e+00,0
-5.95800034e+01,1.36573501e+02,-7.23633660e+01,1
-4.38226438e+01,1.23958278e+02,-5.86938727e+01,1
-2.62465059e+01,1.17737445e+02,-4.54632167e+01,1
-9.38108595e+01,1.57040976e+02,-1.00276504e+02,1
-9.73488996e+00,5.48264347e+01,-1.83745963e+01,1
-5.85143284e+01,7.59881476e+01,-5.60949560e+01,1
1.70277852e+01,4.89946157e+01,8.36181807e-01,1
-6.53179721e-02,5.66875126e+01,-1.24529231e+01,0
4.99757478e+01,1.09950052e+02,6.98441549e+00,0
1.76994009e+01,5.69191039e+01,-7.54947521e-01,0
9.03925346e+00,1.10197735e+02,-2.01727680e+01,0
5.40409934e+01,6.16151500e+01,2.20911897e+01,0
3.39245066e+01,9.21560610e+01,9.31904469e-01,0
-8.43216629e+01,1.18547761e+02,-8.41080440e+01,1
-6.23681694e+01,1.03435700e+02,-6.56962937e+01,1
5.58004149e-01,5.02049348e+01,-1.03751437e+01,1
-9.11531732e+00,1.27337937e+02,-3.65912120e+01,0
6.76180744e+01,9.65869859e+01,2.20935674e+01,0
-7.30304163e+01,7.95282860e+01,-6.66117236e+01,1
-2.09536077e-01,1.38776366e+02,-3.36352684e+01,1
-4.42749673e+01,1.09384303e+02,-5.52494934e+01,1
6.00906067e+01,3.09611449e+01,3.39694554e+01,0
8.63741777e+00,9.31566601e+01,-1.60612277e+01,0
1.62215904e+01,1.09802304e+02,-1.53176060e+01,0
-3.72270436e+01,8.44023075e+01,-4.41675218e+01,1
1.39985959e+01,4.30744794e+01,3.52090267e-01,0
2.42492853e+01,1.18920855e+02,-1.23468907e+01,0
1.29986960e+01,3.94924626e+01,6.10457497e-01,1
-4.93831088e+01,6.55626109e+01,-4.73734157e+01,1
-6.94427493e+01,1.76295971e+02,-8.90948268e+01,1
-5.70152924e+00,1.92712929e+01,-6.57177585e+00,1
-7.37678133e+01,1.74801420e+02,-9.15734243e+01,1
2.70348285e+01,1.53427833e+02,-1.93674115e+01,0
1.01285287e+02,1.55614690e+02,2.92130259e+01,0
1.03969465e+01,1.42095819e+02,-2.74681329e+01,0
3.94888411e+01,6.99100539e+00,2.64917310e+01,0
1.34232571e+01,-6.71925084e+01,2.82965701e+01,0
4.35215135e+01,8.06100444e+01,1.02495508e+01,0
4.30438342e+01,1.16514252e+02,7.10367789e-01,0
-6.70655243e+01,8.86919792e+01,-6.50178572e+01,1
-4.61811570e+01,8.28766524e+01,-4.97018364e+01,1
8.82982792e+01,1.29142217e+02,2.74178773e+01,0
-4.47369418e+01,1.36786130e+02,-6.25941997e+01,1
-1.52492827e+01,6.73894480e+01,-2.52514354e+01,1
-2.68224825e+00,1.11985176e+02,-2.83897255e+01,1
6.65177753e+01,-2.42487605e+01,5.24054968e+01,0
8.07758033e+00,1.73719406e+02,-3.71266233e+01,0
-1.63443492e+01,7.81250924e+01,-2.87339588e+01,1
-7.76071886e+01,1.14746670e+02,-7.86876916e+01,1
-2.96690593e+01,1.32301513e+02,-5.14696137e+01,0
1.96579385e+01,5.13873529e+00,1.38425830e+01,1
-2.07377809e+01,4.89959832e+01,-2.41590698e+01,1
-1.17592787e+01,3.12428789e+01,-1.36563069e+01,1
-1.06521188e+02,1.31857489e+02,-1.02219647e+02,1
-5.62578599e+01,6.72319978e+01,-5.23522564e+01,1
-5.30494950e+01,1.06676819e+02,-6.03613633e+01,1
-4.12482608e+01,6.15464408e+01,-4.09577487e+01,1
1.87132984e+01,1.01094088e+02,-1.14315279e+01,0
-9.09475767e-01,1.41222630e+01,-2.07750844e+00,0
6.27910186e+01,4.55452871e+01,3.20103473e+01,0
-3.18517692e+01,7.12800306e+01,-3.72390944e+01,1
2.12498747e+01,9.86875547e+01,-9.13452328e+00,0
4.58816056e+01,1.43532396e+02,-4.35186255e+00,0
-5.29577451e+01,8.16179323e+01,-5.38635396e+01,1
-1.01799180e+01,1.99969492e+02,-5.59533263e+01,1
1.89513696e+01,1.44265483e+02,-2.23637830e+01,0
3.30896300e+01,9.08695490e+01,7.09824455e-01,0
6.33049011e+01,7.48637175e+01,2.48191705e+01,0
-4.08171510e+01,1.12560056e+02,-5.37767435e+01,1
-4.50604611e+01,1.16916890e+02,-5.77043303e+01,1
1.39393964e+02,1.24422970e+02,6.24475071e+01,0
-4.33943790e+01,6.16215099e+01,-4.23974271e+01,1
1.72085980e+01,-2.95029042e+01,2.11202093e+01,0
5.58720225e+01,-3.89816684e+01,4.91442462e+01,0
-2.69500749e+01,5.14909710e+01,-2.89115469e+01,1
-6.55805624e+01,1.24303507e+02,-7.31828953e+01,0
5.05831438e+01,5.25515122e+01,2.21308913e+01,0
2.89196485e+01,2.26998602e+01,1.54613044e+01,1
-4.38724804e+01,7.95896427e+01,-4.73294899e+01,1
-8.25013093e+01,5.14142643e+01,-6.56580746e+01,1
-4.89346283e+00,6.30279017e+01,-1.72771124e+01,0
-3.72841382e+01,6.35423714e+01,-3.88468318e+01,1
-2.13400814e+01,2.98192456e+01,-1.96315990e+01,1
1.08994168e+01,5.72598694e+01,-5.34300936e+00,1
-3.79568884e+00,1.57854993e+02,-4.09096379e+01,0
-5.83448052e+01,9.67226074e+01,-6.13090037e+01,1
7.09000959e+01,5.64159075e+01,3.45848555e+01,0
9.57022565e+00,7.43423195e+01,-1.06108473e+01,0
2.43518242e+01,2.26118688e+02,-3.98158889e+01,0
-8.04133069e+01,1.25830532e+02,-8.33921135e+01,1
-4.75483229e+01,7.61437530e+01,-4.88771465e+01,1
-1.32126526e+01,6.75512687e+01,-2.39450730e+01,1
1.51883571e+01,4.18186687e+01,1.46211747e+00,1
3.98334629e+01,4.22792430e+01,1.76550125e+01,0
5.06113829e+01,1.28140707e+02,2.73231088e+00,0
-3.92390813e+01,9.13633807e+01,-4.72873292e+01,1
-8.94413042e+00,4.75317632e+01,-1.59773898e+01,1
4.78010346e+01,-3.08360062e+01,4.17100652e+01,0
-5.95117974e+01,1.28658647e+02,-7.02850652e+01,1
-3.83547956e+00,3.40134149e+01,-9.12368299e+00,1
1.63855250e+01,-2.56377862e+01,1.95825964e+01,0
1.49838309e+01,3.79888593e+01,2.31055042e+00,1
-2.75113546e+01,4.92563717e+01,-2.87090049e+01,1
-1.57846681e+01,6.68683272e+01,-2.54719118e+01,1
-3.84943834e+01,8.34334258e+01,-4.47574174e+01,1
-1.40491030e+01,1.52821291e+01,-1.10718325e+01,0
-3.15673060e+01,6.17241923e+01,-3.45961308e+01,1
6.94467497e+01,8.25518623e+01,2.69091918e+01,0
1.43847579e+01,5.27368712e+01,-1.87439560e+00,1
-8.23162095e+01,1.38587997e+02,-8.79286614e+01,1
-2.34389678e+01,6.23890114e+01,-2.93872197e+01,1
-5.16517172e+01,1.24628268e+02,-6.40476015e+01,1
4.23728692e+01,5.66428516e+01,1.56459943e+01,0
-2.93792382e+01,7.62249304e+01,-3.68729059e+01,1
3.29057461e+01,1.31418274e+02,-9.82799052e+00,0
3.66450512e+01,1.38378351e+02,-9.14105192e+00,0
7.98517588e+00,1.31138059e+02,-2.62495305e+01,0
-7.65393698e+00,1.06602706e+02,-3.02975631e+01,1
-5.60581707e+01,1.33118724e+02,-6.91450041e+01,1
5.29919002e+01,-4.01671777e+00,3.82562970e+01,0
-5.95743975e+01,5.66561194e+01,-5.18305656e+01,1
3.60226365e+01,1.30811480e+01,2.26332163e+01,1
-6.13232759e+01,1.08192705e+02,-6.62267118e+01,1
-6.08826501e+01,1.09698960e+02,-6.63220116e+01,1
3.11719857e+01,1.17449819e+02,-7.38726708e+00,0
-1.82802689e+01,-7.66407363e+00,-7.97780715e+00,0
-1.69243231e+01,3.72304052e+01,-1.86128280e+01,0
-5.60824251e+01,8.08824548e+01,-5.57426605e+01,1
6.10214129e+01,4.89205647e+01,2.99721073e+01,0
-3.79832578e+01,8.52964465e+01,-4.48977029e+01,1
9.93779228e+01,9.47718728e+01,4.35798858e+01,0
1.24108578e+01,3.96167885e+01,1.89463767e-01,1
1.10502740e+00,9.39493697e+01,-2.12501228e+01,0
2.01852577e+01,7.20614207e+01,-2.99944088e+00,0
-5.89236916e+00,4.75653742e+01,-1.39662349e+01,0
-5.27262961e+01,1.42116196e+02,-6.92510850e+01,1
-4.50591744e+01,9.86534323e+01,-5.30119814e+01,1
-3.95186282e+01,1.08765479e+02,-5.19425776e+01,1
5.61132813e+00,7.20963578e+01,-1.26540783e+01,1
-3.82488082e+01,8.61594147e+01,-4.52951340e+01,1
-9.31153870e+01,1.32106620e+02,-9.34110993e+01,1
3.11894394e+01,5.42177730e+01,8.86726383e+00,0
-5.06313665e+01,1.05759600e+02,-5.85253260e+01,1
5.48917100e-01,7.30292332e+01,-1.62442389e+01,0
4.41072666e+01,1.10111966e+02,3.05880603e+00,0
-9.31438612e+01,1.43460173e+02,-9.63464332e+01,1
5.34193170e+01,-1.02941955e+01,4.01517318e+01,0
2.78480765e+01,-3.03842306e+00,2.13637135e+01,1
-2.97788927e+01,1.09631598e+02,-4.57188832e+01,1
-3.01465818e+01,7.83732113e+01,-3.79326154e+01,1
-7.66985557e+01,1.39441373e+02,-8.44298672e+01,1
5.84333323e+01,9.33922867e+01,1.68353549e+01,0
4.76716269e+00,9.01171861e+01,-1.78419547e+01,0
9.34410100e+01,7.87652170e+01,4.37623501e+01,0
4.51249586e+01,8.01625757e+01,1.14257260e+01,0
5.64179508e+01,6.73778249e+01,2.21840542e+01,0
-3.25459388e+01,6.54723207e+01,-3.62066479e+01,1
5.78239995e+00,9.71801150e+01,-1.89843438e+01,0
-4.24041452e+01,5.73172465e+01,-4.06363726e+01,1
6.94141366e+01,1.40334564e+02,1.20444494e+01,0
4.17124764e+01,5.11041958e+01,1.66316814e+01,1
7.79612610e+01,7.51173836e+00,5.18206927e+01,0
3.88675258e+01,1.46709262e+02,-9.81015675e+00,0
7.96040642e+01,7.99737788e+01,3.42940013e+01,0
2.41403732e+01,1.44643599e+01,1.44136977e+01,0
3.76695047e+01,7.12048483e+01,8.79243245e+00,0
-6.37681161e+01,1.10075819e+02,-6.83285462e+01,1
3.35756825e+01,7.28779805e+01,5.65316981e+00,0
-4.81055279e+00,7.08236977e+01,-1.92248145e+01,1
-2.15412739e+01,8.22773258e+01,-3.32401317e+01,1
-2.24569976e+01,6.70422903e+01,-2.99326382e+01,1
-3.02260756e+01,7.90033596e+01,-3.81470997e+01,1
-5.12826827e+01,1.20220260e+02,-6.26710343e+01,1
3.58297874e+00,1.03635434e+02,-2.20982521e+01,0
3.14943362e+00,2.73762678e+01,-2.79581939e+00,1
-6.92844203e+01,1.63938270e+01,-4.79145486e+01,1
-1.70558086e+01,7.63694956e+01,-2.87538579e+01,1
-2.81729095e+01,1.13243188e+02,-4.55837148e+01,1
-7.04072021e+01,9.68196302e+01,-6.93173477e+01,1
5.87557759e+01,1.32162954e+02,7.08939515e+00,0
-2.11139148e+01,1.21553158e+02,-4.30464200e+01,0
2.33848707e+00,3.46073390e+01,-5.19004893e+00,0
-2.41224319e+00,7.22332089e+01,-1.79995822e+01,1
-3.97928838e+01,7.04185002e+01,-4.22735617e+01,1
6.38767487e+01,8.84376225e+01,2.17107943e+01,0
3.20420361e+01,1.01716404e+02,-2.76984716e+00,0
-1.44304439e+01,3.29277559e+01,-1.58570100e+01,0
-1.12451228e+01,1.44510951e+02,-4.24121954e+01,0
-1.52583464e+01,1.37421182e+02,-4.32471100e+01,0
-6.87218288e+00,6.89153020e+01,-2.00990647e+01,0
1.21334587e+01,7.68568945e+01,-9.56032907e+00,0
-9.03669999e+01,1.86859831e+02,-1.05657042e+02,1
-4.88753501e+01,1.45907697e+02,-6.76763173e+01,1
-8.97862334e+01,1.47160823e+02,-9.50748275e+01,1
-1.20828202e+01,2.90031645e+01,-1.32951054e+01,1
1.06470428e+01,3.90317952e+01,-8.27633536e-01,1
-5.17918231e+01,7.91256050e+01,-5.24516551e+01,1
-4.14398669e+01,5.44345961e+01,-3.92576791e+01,1
2.26556700e+01,9.26951480e+01,-6.66478366e+00,0
-8.88158540e+01,1.50067651e+02,-9.51792910e+01,1
-4.83666334e+01,4.53163546e+01,-4.14998315e+01,0
1.58687457e-01,3.29735675e+01,-6.21305403e+00,1
-1.33191657e+01,8.20307526e+01,-2.77350421e+01,0
-4.62044734e+01,9.17176889e+01,-5.19883441e+01,1
-1.31170997e+01,1.42037699e+01,-1.01779843e+01,0
-5.80297383e+01,9.42731419e+01,-6.04712626e+01,1
5.29265339e+01,8.88356899e+01,1.43612090e+01,0
3.56882858e+00,5.07035669e+01,-8.51053677e+00,0
1.60398278e+01,7.16997097e+01,-5.65015142e+00,1
4.41822291e+01,7.90878285e+01,1.10778663e+01,0
-5.41290783e+01,1.58822987e+02,-7.44711297e+01,0
5.19012289e+01,1.84271207e+02,-1.08327548e+01,1
5.67508025e+01,5.17078619e-01,3.95794659e+01,0
1.47764566e+01,6.92595028e+01,-5.85946794e+00,0
4.68533802e+01,1.27113228e+02,5.09038424e-01,0
-6.18014414e+01,1.47569595e+02,-7.66582753e+01,1
4.01993360e+01,1.48670037e+02,-9.43238838e+00,0
-6.24241976e+00,9.26498311e+01,-2.57791601e+01,1
4.93326095e+01,8.32566677e+01,1.34157261e+01,0
-9.19204765e+01,1.22494910e+02,-9.01512097e+01,0
-2.29462463e+01,9.77125180e+01,-3.81349792e+01,1
4.86105095e+01,1.46996789e+02,-3.43568449e+00,0
6.97994389e+01,1.49990315e+02,9.81910036e+00,0
-4.13079642e+01,9.64830074e+01,-4.99717303e+01,0
-1.13983673e+02,1.10173830e+02,-1.01588571e+02,1
2.73175994e+01,8.75516149e+01,-2.25805006e+00,0
2.36726258e+01,7.56233385e+01,-1.60632998e+00,0
-9.17298952e+01,1.24712490e+02,-9.05947244e+01,1
-4.92127775e+01,1.10475586e+02,-5.87978794e+01,1
1.77313767e+01,8.86045013e+01,-8.87309502e+00,0
3.44354478e+01,2.78228220e+01,1.77959202e+01,1
2.12743652e+01,2.34916469e+00,1.56289867e+01,1
2.90765410e+01,1.55434947e+02,-1.85317024e+01,0
3.31763354e+01,4.66209659e+01,1.21337379e+01,0
-5.77847367e+01,7.48917830e+01,-5.53304474e+01,1
9.79424975e+01,7.31377132e+01,4.81872181e+01,0
-6.56598116e+01,1.02286563e+02,-6.75796572e+01,1
-2.44625587e+01,1.00218587e+02,-3.97822972e+01,1
3.56732955e+01,1.04183311e+02,-1.00021754e+00,0
-8.45391366e+01,1.51569732e+02,-9.27346256e+01,1
-5.23468384e+01,1.01526205e+02,-5.85732304e+01,1
-7.35457211e+00,1.49071657e+02,-4.10088084e+01,0
-2.19927460e+01,5.27616457e+01,-2.59569798e+01,1
-3.22105106e+01,7.47452146e+01,-3.83666578e+01,1
-3.56900611e+00,6.19600220e+01,-1.61262133e+01,0
7.91768876e+00,7.10787626e+00,5.56654245e+00,1
-4.62892999e+01,7.28128571e+01,-4.71882332e+01,1
-5.26663192e+01,5.01527274e+01,-4.55879135e+01,1
3.35310519e-01,8.48929766e+01,-1.94331586e+01,1
-3.03850937e+01,8.97499149e+01,-4.10129083e+01,1
4.81557704e+01,1.45346269e+02,-3.31266674e+00,0
2.13952024e+01,-2.13122357e+01,2.17870769e+01,0
4.26102037e+01,-3.29802955e+01,3.88253694e+01,1
