# x_1,x_2,x_3,Class_label
-1.13724607e+02,-4.59822715e+01,-1.43319694e+02,1
-7.63909356e+01,-2.08169187e+00,-6.18959805e+01,0
1.64293322e+01,8.29781277e+01,-5.66590585e+01,0
-1.23533449e+02,9.51649922e+01,-7.96430178e+01,1
-1.11378282e+02,4.57638092e+01,-1.45453204e+02,1
1.69170865e+01,7.88326318e+01,-8.34138768e+01,0
-1.22823238e+02,4.64325311e+01,-6.30414087e+01,1
-1.20133735e+02,-5.60297823e+01,-1.59106424e+02,0
-1.34013456e+02,-5.48884148e+01,-1.08284570e+02,1
-6.21631611e+01,2.46546235e+00,-7.32711935e+01,0
4.48623239e+01,9.12546811e+01,-1.51028801e+02,0
-1.04732273e+02,-8.27647130e+01,-1.21468134e+02,1
-8.80382186e+01,-5.61581852e+00,-1.42323623e+02,1
-4.80474982e+00,6.54594162e+01,-4.21503399e+01,0
-1.98423446e+00,6.03816349e+01,-8.50837126e+01,0
-1.89444239e+01,5.57259503e+01,-2.14242706e+00,0
1.80687872e+01,8.41588404e+01,-1.45191549e+02,0
-1.17074351e+02,1.54522724e+01,-1.08261870e+02,1
-6.99147828e+01,1.31122153e+02,-5.78125182e+01,1
2.56912026e+01,8.93858472e+01,-1.30727544e+02,0
-1.55452179e+02,-6.54292030e+01,-1.88781777e+02,1
-1.08934106e+02,-3.36432735e+01,-1.72797397e+02,1
7.90638835e+01,1.26336222e+02,-9.20982578e+01,0
-5.00868909e+01,-2.38765238e+01,-6.26810381e+01,1
1.16347116e+02,1.66090387e+02,-1.54756295e+02,1
2.01868492e+01,9.69082247e+01,5.24354466e+00,0
4.18049193e+01,9.40732314e+01,-1.37196379e+02,0
-4.25068833e+01,2.00646350e+01,-1.06413596e+02,0
-1.43652837e+02,7.56901554e+01,-1.31042926e+02,1
-1.42481631e+02,1.89197796e+01,-1.14211680e+02,1
2.67725552e+01,8.43791689e+01,-1.16995736e+02,0
-1.16629245e+02,-2.34938916e+01,-9.86462967e+01,1
1.13389364e+02,1.66645942e+02,-6.89941524e+01,0
-1.01044465e+02,6.87702099e+01,-1.00447639e+02,1
-5.71335246e+01,1.42167421e+02,-1.18491552e+01,1
-1.26327414e+02,-5.86806943e+01,-2.33053931e+02,0
9.19027238e+01,1.55358240e+02,-9.03189574e+01,0
-5.41539187e+01,1.74178483e+02,-1.24582338e+01,1
-7.52387028e+01,2.35125758e+02,4.80988126e+01,1
-1.29990851e+02,5.07869352e+01,-2.00991597e+02,1
-9.03138162e+01,-2.42755207e+00,-8.33471179e+01,1
-9.00103156e+01,1.98254875e+02,-2.92967401e+01,1
1.67740957e+01,8.12692434e+01,-7.76328513e+00,0
-1.07372032e+02,6.59964342e+01,-1.03422832e+02,1
2.17499670e+01,8.95114622e+01,-2.83302156e+01,0
-8.29897544e+01,1.78988986e+02,-2.27030267e+01,1
-7.24580226e+01,5.98032186e+01,-9.76037206e+01,1
-9.78904787e+01,5.13653893e+00,-9.63061398e+01,1
-1.04087067e+02,1.27898723e+02,-1.31892963e+02,1
4.69398101e+01,1.07779169e+02,-8.50283666e+01,0
-1.17606368e+01,5.72656698e+01,-4.35349467e+01,0
-1.30031242e+02,3.65103722e-01,-1.68855649e+02,1
4.26656918e+01,9.82201166e+01,-1.12948113e+02,0
5.97978749e+01,1.20212234e+02,-1.12445207e+02,0
2.62928055e+01,8.01244121e+01,-1.22425929e+02,0
-1.03183902e+02,3.26341520e+01,-5.70684390e+01,1
5.67969314e+01,1.15091551e+02,-1.32003257e+02,0
2.99235203e+01,9.19975810e+01,-8.83925881e+01,0
1.42715218e+01,8.02897871e+01,-9.74390762e+01,0
-1.04777455e+02,1.27135098e+02,-4.52109297e+01,1
-8.40698287e+01,-1.35926915e+01,-5.73798223e+01,1
-1.36783794e+02,-8.04636037e+01,-2.49822125e+02,1
-1.30306898e+02,-6.55807859e+01,-1.38465126e+02,1
-1.03163609e+02,1.62393141e+02,-7.61416806e+01,1
-9.78064104e+01,8.83690210e+01,-5.62580309e+01,1
9.82985851e+01,1.62531247e+02,-5.29484698e+01,0
3.79094557e+01,1.02434082e+02,-4.88011968e+01,0
-1.14714736e+02,1.78259262e+02,-4.40739836e+01,1
-1.08523823e-01,6.29698613e+01,-9.51799242e+01,0
1.29899977e+02,1.76571337e+02,-1.31281739e+02,0
-7.72422780e+01,1.20761578e+02,-1.23009198e+01,1
1.21580503e+01,7.65766345e+01,-1.15242015e+02,0
-1.42401399e+02,3.42144059e+01,-1.37060092e+02,1
-9.66835067e+01,2.03797277e+01,-1.19329957e+02,1
-7.74300163e+01,-7.52708797e+00,-8.67036181e+01,0
-9.66842612e+01,1.69633701e+02,-2.35134496e+01,1
-1.58779798e+02,-1.38224069e+02,-2.46856440e+02,1
-7.35709009e+01,6.69529894e+01,-4.97725894e+01,1
-1.25192194e+02,1.42814446e+01,-1.83242421e+02,1
2.54039711e+01,8.76935245e+01,-9.06270871e+01,0
5.50502827e+01,1.27303164e+02,-1.93229985e+01,0
-1.09425492e+02,3.23155641e+01,-1.22215556e+02,1
-8.89344404e+01,1.22995080e+02,-5.91308012e+01,1
1.20618815e+02,1.56859403e+02,-2.02879415e+02,0
-2.35951453e+01,3.33414603e+01,-1.05809577e+02,0
-1.44025945e+02,-3.39695094e+01,-9.30571062e+01,1
-1.31704080e+02,-6.54830592e+01,-1.71919882e+02,0
-1.24420697e+02,-6.74888092e+01,-1.80470219e+02,0
-7.32836518e+01,2.10682456e+02,1.00685087e+01,1
-1.41794012e+02,1.71646392e+01,-1.31900230e+02,1
-1.05303154e+02,2.63554997e+01,-1.15847163e+02,1
1.01428107e+02,1.58368242e+02,-5.31143959e+01,0
9.99584438e+01,1.55250158e+02,-6.33085142e+01,0
-8.86368516e+01,1.70214653e+02,-3.07836400e+01,1
7.45140331e+01,1.21669241e+02,-1.54832315e+02,0
1.17503069e+01,7.07889112e+01,-2.00793090e+02,0
-9.71957552e+01,1.78313371e+01,-5.84553392e+01,1
8.40134685e+01,1.39648135e+02,-1.04833275e+02,0
-1.17574162e+02,-1.49043655e+02,-1.79499593e+02,1
-4.54818910e+01,1.86574037e+01,-1.33824517e+02,0
-8.60364047e+01,4.31605646e+01,-9.29665776e+01,1
-1.32183611e+02,-5.95143869e+01,-1.71189817e+02,1
-8.25659632e+01,-1.25232542e+02,-1.35657907e+02,1
-1.11323931e+02,-6.37192340e+01,-1.54325896e+02,1
-5.12712243e+01,1.96211832e+01,-1.04064776e+02,0
-8.01228588e+01,-7.89689957e+00,-5.34978700e+01,0
-1.25587416e+02,1.12907314e+02,-6.87480524e+00,1
-5.40145033e+01,1.37206461e+01,-1.06138039e+02,0
-1.28676501e+02,-1.09534927e+02,-1.73712728e+02,1
-1.11108655e+02,-4.25362468e+01,-7.63523260e+01,0
-1.41433946e+02,2.85510473e+01,-9.98822259e+01,1
4.50107886e+01,9.97197344e+01,-1.46242472e+02,0
-1.30003418e+02,4.51654360e+01,-3.42859837e+01,1
1.51692611e+01,7.75338665e+01,-9.95247163e+01,0
-1.12067756e+02,1.17121882e+02,-1.05062248e+02,1
-8.12675492e+01,2.61323282e+02,8.98199291e+01,1
-3.89171397e+01,2.75261994e+01,-1.38878270e+02,0
-1.19614425e+02,2.29972669e+01,-8.84199910e+01,1
-1.11624960e+02,1.58844856e+01,-1.27510296e+02,1
1.07796947e+02,1.64326477e+02,-9.08235326e+01,0
-5.90322236e+01,8.91333558e+01,-9.04413891e+00,1
-1.33186786e+02,1.01697818e+00,-2.33187920e+02,1
-3.71683674e+01,3.40104732e+01,-1.08458598e+02,0
1.49919137e+02,2.02693992e+02,-6.94900988e+01,0
-1.16119669e+02,9.78794349e+01,-6.91904325e+01,1
-1.11808800e+02,1.48301936e+02,-7.25648919e+01,1
4.00517291e+01,9.54197995e+01,-1.39010416e+02,0
-7.96215552e+01,2.36931215e+02,-1.68078931e+01,1
-8.88576086e+01,1.54856952e+02,-2.67215253e+01,1
-1.32517552e+02,-1.69626976e+01,-1.05810788e+02,1
-1.30509112e+02,5.92841442e+01,-1.43506004e+02,1
-8.97519681e+01,1.13901273e+02,-3.81490684e+01,1
-1.51467983e+02,8.75428473e+01,-1.54293143e+02,0
-1.22840936e+00,7.92458122e+01,-3.12229603e+01,0
-4.20859941e+01,1.84215651e+01,-8.62297769e+01,0
-1.07781936e+02,1.41732460e+02,-4.90577284e+01,1
-1.02522221e+02,1.33200219e+02,-3.22429896e+01,1
-1.46073883e+02,3.31058138e+01,-2.11506659e+02,1
-1.05374172e+02,6.11228527e+01,-1.35200520e+02,1
6.84239517e+01,1.27999643e+02,-5.78718231e+01,0
-7.65775458e+01,-3.56132408e+00,1.92566979e+01,0
-9.52469766e+01,1.46422274e+02,-4.53473034e+01,1
-1.20715386e+02,5.81518634e+01,-1.12776100e+02,1
-7.90574793e+01,-1.03972834e+01,-1.23485434e+02,0
-4.67014407e+01,2.05188173e+01,-1.27195716e+02,0
7.42520181e+01,1.31254094e+02,-4.45049278e+01,0
1.77115337e+01,7.97143203e+01,-5.37892777e+01,0
-9.21767560e+01,1.82010914e+02,-9.32340681e+00,1
-1.38066720e+02,-4.67937441e+01,3.83952509e+01,1
-1.11611683e+02,-1.59630446e+02,-2.12829704e+02,1
-1.53515050e+02,1.39043892e+01,-1.82805510e+02,1
-8.08630515e+01,1.42004320e+02,-2.58628295e+01,1
-1.06501033e+02,-3.33142776e+01,-1.15764845e+02,0
-7.21443752e+01,3.93660746e+01,2.43389255e+01,1
-1.08094094e+02,-2.42335772e+01,-1.22371333e+01,0
-8.84535313e+00,4.25611134e+01,-1.30429223e+02,0
-1.06134850e+02,1.34931066e+02,-3.67129388e+01,1
4.43422110e+01,1.08061276e+02,-3.34344318e+01,0
-1.16667745e+02,8.22226478e+01,-9.40918389e+01,1
6.90942998e+01,1.17917545e+02,-1.35502025e+02,0
1.28138712e+00,8.39964035e+01,1.66584471e+01,0
-2.33021303e+01,6.24630840e+01,6.52980679e+00,0
-6.12008251e+01,1.23772530e+01,-5.21605999e+00,0
-9.35631288e+01,-5.02218593e+01,-1.58732439e+02,1
-7.98676781e+01,-2.17281554e+01,-1.78712311e+02,0
-7.75936456e+01,-7.17827864e+00,-1.14692739e+02,0
-2.03992094e+00,5.90456196e+01,-1.06230106e+02,0
-1.59665598e+02,-1.71831413e+02,-2.60417014e+02,1
1.04599990e+02,1.44390640e+02,-2.23153278e+02,0
7.42090133e+01,1.29658381e+02,2.01329562e+00,0
-7.70041034e+01,1.13909463e+02,-7.03752139e+01,1
-1.17004514e+02,-1.10744848e+02,-1.58159389e+02,1
-1.12524354e+02,-3.02227032e+01,-1.32946105e+02,1
-1.09100461e+02,1.31879972e+02,-7.57014567e+01,1
-1.60830425e+01,4.72017540e+01,-9.57829195e+01,0
-1.35064974e+02,-4.96682018e+01,2.15829130e+01,0
-9.70332324e+01,1.02451768e+02,-8.53617324e+01,1
-1.32274703e+02,1.04704689e+02,-3.43677646e+01,1
-5.96247178e+01,-1.48974917e-01,-1.51118836e+02,0
1.07777661e+01,8.00156468e+01,-2.02890912e+01,0
-1.19294969e+02,5.73444264e+01,-1.26001070e+02,1
-1.95417297e+01,3.28522466e+01,-1.09729704e+02,0
-1.56626879e+02,-8.33489182e+01,-1.91255368e+02,1
-1.21858551e+02,-1.47425016e+02,-2.29334934e+02,1
2.51464566e+01,9.11089554e+01,-5.45440704e+01,0
-1.11494283e+02,-1.06819231e+01,-9.08491048e+01,1
-1.59888622e+02,-6.52169100e+01,-1.51033728e+02,1
7.18439796e+00,6.00915649e+01,-1.90053216e+02,0
5.17977601e+01,9.51583790e+01,-2.27152243e+02,0
1.30636029e+01,7.46601635e+01,-7.97257412e+01,0
-6.71316300e+01,2.69074809e+02,-1.11983421e+01,1
-3.80161613e+01,2.54616557e+01,-1.05673785e+02,0
3.12289719e+01,9.79534931e+01,-2.79508587e+01,0
-1.15367728e+02,8.20918161e+01,-9.14709612e+01,1
2.85386183e+01,1.10925641e+02,-5.20042557e+01,0
-9.00364285e+01,-1.03710611e+02,-9.63829205e+01,1
3.76858796e+01,9.81766135e+01,-1.16143345e+02,0
-9.41393852e+01,6.49483019e+01,-1.20824821e+02,1
-2.67769933e+01,2.94792318e+01,-1.72049315e+02,1
4.45552092e+01,1.03355164e+02,-6.50861762e+01,0
-9.23921952e+01,-3.51498763e+01,-1.99487638e+02,0
-1.24828480e+01,5.49031000e+01,-8.48495729e+00,0
-1.27526823e+02,3.08226020e+00,-9.48189519e+01,1
-1.00053403e+02,-4.16301487e+01,-1.89498695e+02,0
-1.23738517e+02,8.56452075e+01,-1.31852351e+02,1
-1.36902102e+02,1.00019517e+01,-1.77803051e+02,0
-9.09736185e+01,1.48117232e+02,-5.77750523e+01,1
-9.80874438e+01,3.03489152e+02,3.79396922e+01,1
-1.83212655e+01,4.25424873e+01,-1.22309136e+02,0
-1.66004809e+01,3.79380347e+01,-1.50172007e+02,0
4.56302161e+00,6.36399704e+01,-1.77522555e+01,0
4.07864880e+00,6.76082847e+01,-9.89240457e+01,1
-3.05672894e+01,4.81348626e+01,2.60183841e+01,0
6.78078906e+01,1.22415674e+02,-1.38159773e+02,0
-1.01369993e+02,1.13544957e+02,-7.07765341e+01,1
3.14561267e+01,8.78682393e+01,-8.88117220e+01,0
-3.31878566e+00,6.60448326e+01,-1.21969913e+02,0
-1.17161925e+02,-8.19444213e+01,-1.69482745e+02,1
-1.45658373e+02,-7.06940284e+01,-5.40624170e+01,0
3.93590007e+01,8.66731367e+01,-1.37739822e+02,0
-9.70312381e+01,-1.93712479e+01,-4.45211883e+01,0
-1.04893906e+02,6.88149272e+00,-8.38670864e+01,1
-9.56803534e+01,8.42968129e+01,-8.78502185e+01,1
-1.30708039e+02,-7.81029585e+01,-1.62261279e+02,0
-1.42071158e+02,-7.66741442e+01,-1.71474175e+02,1
-1.05621856e+02,-7.22524840e+01,-1.76688850e+02,1
9.45702770e+01,1.49825235e+02,-1.40030485e+02,0
2.44357455e+01,7.32371633e+01,-2.05539618e+02,0
-7.94909979e+01,3.17145132e+02,3.75290047e+01,1
-1.30760274e+02,4.39799640e+01,-1.31492882e+02,1
-1.14866300e+02,6.80273223e+00,-8.36314187e+01,1
3.83361066e+01,8.93364339e+01,-1.74564919e+02,0
4.79763699e+01,9.89792264e+01,-1.14572425e+02,0
-1.36625159e+02,-6.18746806e+01,-2.21275357e+02,1
2.16223272e+01,8.17752521e+01,-9.92302600e+01,0
-8.73841357e+01,9.07395247e+01,-1.25309176e+02,1
7.77436579e+01,1.26257090e+02,-7.20359949e+01,0
-7.66117929e+01,6.38723358e+00,-1.20579384e+02,1
-3.91711629e+01,3.61887276e+01,2.37855665e+01,0
-6.67110382e+01,-3.60898795e+00,-5.19609985e+01,1
-2.33671881e+00,6.17012526e+01,-9.17062900e+01,0
2.29236634e+01,7.06504874e+01,-1.94328348e+02,0
9.98371282e+01,1.46758133e+02,-1.61716842e+02,0
4.79731598e-01,4.87590508e+01,-1.52564207e+02,0
2.44251386e+01,9.51398639e+01,-7.17089735e+01,0
-1.34389573e+02,-5.94129360e+01,-1.35321705e+02,1
-2.01788138e-01,4.93012979e+01,-1.92822017e+02,0
-4.73187982e+01,2.92982764e+01,-1.79424010e+01,0
-7.99661311e+01,2.35202645e+01,-8.23991703e+01,1
-1.05342522e+02,6.01994174e+01,-3.62137450e+01,1
1.94814609e+01,7.95635274e+01,-1.31860816e+02,0
-9.47812541e+01,9.25359310e+01,-2.74317724e+01,1
-9.71069859e+01,-1.65470197e+02,-1.18721229e+02,1
-1.41654092e+02,-8.07935796e+01,-2.36735321e+02,1
3.70836906e+00,7.31959211e+01,-1.05941052e+02,0
3.21179590e+01,8.09964886e+01,-1.16233322e+02,0
-1.36723511e+02,-3.38462306e+01,-1.76940964e+02,1
2.98198304e+01,9.08403270e+01,-1.10948637e+02,0
-8.83133037e+01,1.69591627e+02,-1.13446842e+02,1
9.19886458e+01,1.38100836e+02,-5.71593584e+01,0
-1.34278679e+02,-1.08793534e+02,-6.25558117e+01,1
8.01278069e+01,1.25451018e+02,-1.82941207e+02,0
-6.91067027e+01,-1.60188632e+00,-1.24712498e+02,0
-1.29438567e+02,-1.81483594e+00,-1.69255026e+02,1
-1.26632120e+02,4.24211806e+01,-9.49355050e+01,1
-5.65017617e+01,1.05654177e+01,-4.20502937e+01,0
-1.08913081e+02,5.17993624e+01,-1.30395933e+02,1
-1.15866428e+02,-6.92589900e+01,-1.50642771e+02,1
-1.32432689e+02,-5.33116162e+01,-1.14333691e+02,0
3.48583770e+01,1.04604885e+02,-1.89766605e+01,0
-5.91617941e+00,5.70271693e+01,-8.75508302e+01,0
-5.80959621e+01,1.89534764e+01,-5.10771823e+01,0
-5.54819284e+01,1.51347771e+02,-3.23392224e+01,1
-7.97069695e+01,2.37215258e+02,-3.75543228e+01,1
2.42293075e+01,8.68733060e+01,-1.07122193e+02,0
-1.22488337e+01,4.95190585e+01,-8.55674777e+01,0
-1.24756018e+02,-2.91782512e+01,-1.46264659e+02,1
-1.08924946e+02,4.31020681e+01,-1.11959832e+02,1
-7.90267296e+01,2.68940651e+00,-4.59950345e+01,0
-7.09196434e+01,2.87857616e+02,3.59994283e+01,1
-1.92798512e+02,-1.05233609e+02,-5.91524683e+01,0
1.00347613e+02,1.54270428e+02,-1.32483042e+02,0
-1.15051514e+02,3.79369511e+01,-4.96328487e+01,1
-1.26655439e+02,-1.68934145e+01,-1.41070068e+02,1
1.09635145e+02,1.61059428e+02,-1.66440283e+02,1
-1.06714643e+02,-2.67725973e+01,-4.70431759e+01,1
-1.20557123e+02,-2.90218176e+01,-2.45349808e+02,1
-1.24172084e+02,-1.05509749e+02,-2.21856264e+02,1
-6.81427662e+01,-4.78152798e+00,-1.06345320e+02,0
5.28075752e+01,1.04520046e+02,-1.09300343e+02,0
5.71295518e+01,1.20036847e+02,-9.07588216e+01,0
4.14804182e+01,7.46336448e+01,-2.48961816e+02,0
-8.29334067e+01,2.68214131e+02,-1.14377901e+00,1
-7.55960487e+01,-1.52789294e+01,-1.12711756e+02,0
-8.01601523e+01,1.12709486e+02,-4.55357997e+01,1
-1.77342388e+02,-8.44210584e+01,1.86976994e+01,0
4.91487088e+01,1.00557289e+02,-1.62214685e+02,0
-1.48537033e+02,-9.45259621e+01,-1.67469407e+02,1
-6.83726346e+01,1.03539544e+01,-1.07418138e+02,0
-9.73160948e+01,-1.73148619e+01,1.79709547e+01,0
5.14590222e+01,9.94826367e+01,-1.99925247e+02,0
-1.03715277e+02,5.80960034e+01,-1.21478882e+02,1
-2.67284784e+01,2.56737527e+02,1.43298061e+02,1
-1.09317843e+02,-4.16868879e+01,-1.70833546e+02,0
-1.33992917e+02,1.74904701e+02,-1.31371856e+02,1
4.79510274e+01,9.96923434e+01,-1.85658490e+02,0
-1.27549685e+02,-2.43120246e+01,-1.94649340e+02,0
-9.66374527e+01,-4.11077956e+01,-1.43621792e+02,1
-1.06998027e+02,1.52637473e+01,-1.56306721e+02,1
-8.35212521e+01,1.70949801e+02,-2.96659056e+00,1
-1.20224693e+02,4.22204800e+01,-1.21798117e+02,1
-6.88088732e+01,1.97370989e+02,-3.80880080e+00,1
-9.98674844e+01,1.43994418e+02,-9.37692759e+01,1
-1.19186719e+02,2.32000783e+02,-3.11858550e+01,0
-9.74361822e+01,4.51606253e+01,-6.20577642e+01,1
-7.75858853e+01,1.82442790e+02,8.79047132e-01,1
-3.05114303e+00,7.14320115e+01,-3.42194201e+01,0
-2.10729979e+00,7.62303669e+01,4.14328176e+01,0
-1.39948237e+02,-5.64016558e+01,-1.49508600e+02,1
-8.96992519e+00,5.13513709e+01,-6.86605574e+01,0
-1.00876237e+02,-2.14320452e+01,3.87057572e+01,0
-1.11630359e+02,7.78258098e+01,-5.09863699e+01,1
-1.45718105e+02,8.25736843e+01,-1.15227704e+02,1
-1.08252018e+02,6.92630191e+01,-9.83278036e+01,1
5.47456864e+01,1.01253393e+02,-1.34432856e+02,0
1.25002342e+01,7.39437774e+01,-1.02208452e+02,0
-1.07689265e+02,1.62956460e+02,-1.54807145e+01,1
7.10322601e+01,1.21070878e+02,-1.32496271e+02,0
-8.86999975e+00,6.32799158e+01,-9.40829645e+01,0
-6.24303700e+01,2.37386571e+01,-3.32863665e+01,0
2.27991807e+01,8.46439627e+01,-4.37394724e+01,0
-6.00714080e+01,-1.05986920e+00,-1.40968054e+02,0
