# x_1,x_2,Class_label
-2.15110655e+02,9.91390428e+01,2
9.16642106e+01,3.17336194e+01,0
2.11577387e+02,-2.91512890e+02,1
1.01812826e+02,4.59131944e+01,0
4.27384879e+01,-1.34672009e+02,1
1.07876845e+01,-1.27086985e+02,1
7.57031041e+01,3.56927728e+01,0
-7.09634136e+01,6.89464817e+01,2
-1.09522252e+02,3.94236414e+01,2
6.88071557e+01,4.44587202e+01,0
1.34172323e+02,-2.06688604e+02,1
-4.21637845e+01,6.37095459e+01,2
4.74498844e+01,-1.52186394e+02,1
1.08314669e+02,-1.93902196e+02,1
4.22421392e+01,1.03642584e+02,0
2.91264154e+01,-1.27802065e+02,1
-8.30835109e+01,3.53142807e+01,2
2.71419358e+02,-3.15049727e+02,1
5.86969525e+01,4.85092652e+01,0
-2.33111323e+01,-4.70058463e+01,1
2.42292241e+01,1.04066494e+02,0
-2.63902083e+01,1.65421682e+02,0
3.76885288e+00,-7.00602866e+01,1
-4.81710107e+01,3.74526283e+01,2
2.51161346e+02,-3.25780782e+02,1
-1.15873084e+02,6.47885593e+01,2
-4.49547428e-01,3.52742270e+01,2
1.12418026e+01,-1.21698484e+02,1
8.09187688e+01,-1.65960367e+02,0
6.55763821e+01,5.36415760e+01,0
9.06001763e+01,-1.63932799e+02,1
1.76789804e+01,-6.20457448e+01,1
-1.73587483e+02,7.28102540e+01,2
-9.78938991e+01,5.71682895e+01,2
5.57225621e+01,6.62239467e+01,0
-1.06436671e+02,6.94234808e+01,2
-7.81097557e+01,4.71033079e+01,2
-1.34417601e+02,8.17715096e+01,2
1.60362404e+02,-2.35739744e+02,1
4.07642604e+01,1.12954127e+02,0
-3.64552951e+01,-8.84274738e+01,1
-8.15515502e+01,5.46934449e+01,2
1.77867284e+01,9.89425837e+01,0
2.48001998e+01,1.09913216e+02,0
5.98193336e+01,5.48864964e+01,0
7.70220644e+01,6.46964278e+01,0
-5.68641798e+01,4.85205187e+01,2
4.14383844e+00,1.17614776e+02,0
-1.06055395e+02,6.83289448e+01,2
1.02496886e+02,2.04781792e+01,0
-2.61958064e+01,5.46231040e+01,2
-4.08031938e+01,4.40053395e+01,2
1.20695773e+02,-3.73191369e+01,0
7.60764321e+01,5.66720119e+01,0
-1.65117881e+02,7.24465097e+01,2
4.49013841e+01,9.63107008e+01,0
2.03012053e+02,-2.75755427e+02,1
8.63216240e+01,-1.89424466e+02,1
4.05031621e+01,6.98515582e+01,2
9.02097661e+01,-1.78843221e+02,1
-5.62858350e+01,4.16334076e+01,2
-9.48061399e+01,5.00075681e+01,2
-1.64050272e+02,7.76136910e+01,2
-1.13373933e+02,7.73935253e+01,2
8.79192584e+01,2.39668251e+01,0
1.41957745e+02,-2.34175105e+02,1
6.30698098e+01,2.97406997e+01,0
4.54709631e+01,5.79016155e+01,0
9.12965932e+01,3.90451884e+01,0
6.02479317e+01,-1.52018702e+02,1
-2.49604879e+01,4.46778155e+01,2
-1.48156804e+02,7.84523458e+01,2
6.35048556e+01,2.13696514e+01,0
-1.07453097e+02,6.34400577e+01,2
2.26446296e+02,-3.14044997e+02,1
-1.65671293e+02,8.03997046e+01,2
9.91182033e+01,-1.86016769e+02,1
1.06746366e+02,-1.87485558e+02,1
-7.59258624e+01,5.39178043e+01,2
6.71022243e+01,4.10597525e+01,0
-1.59440920e+02,5.34375951e+01,2
6.72012631e+01,5.94026932e+01,2
-1.59920945e+02,7.43985263e+01,2
-9.22487623e+01,5.05106398e+01,2
7.58547941e+01,-1.67331394e+02,2
-1.14118668e+02,9.68539950e+01,2
5.13988540e+01,-1.30381651e+02,1
-5.16878083e+01,6.19599293e+01,2
8.63519653e+01,1.35282111e+01,1
1.58682194e+02,-2.06709264e+02,1
1.51164749e+01,1.36973691e+02,0
-2.88533826e+01,5.64599077e+01,2
8.81054365e+01,3.50088812e+01,0
4.07097649e+01,1.01650223e+02,0
8.19370530e+01,2.42178349e+01,0
1.77749765e+01,-9.78622279e+01,1
-1.86046710e+01,1.61033795e+02,0
1.60968516e+02,-2.09778631e+02,1
-1.45225650e+02,4.22455070e+01,2
-1.32635635e+02,7.82860969e+01,2
3.92872889e+01,8.18354441e+01,0
9.99716805e+01,-7.57571602e+00,0
4.78531558e+01,-3.57784481e+00,2
-1.05463784e+02,6.70977700e+01,2
1.41829891e+02,-2.26997942e+02,1
8.28197751e+01,1.29044540e+01,0
1.28874306e+02,-2.04377087e+02,1
-1.06760558e+02,7.83871948e+01,2
7.37235776e+01,2.12868728e+01,0
-5.35683480e+01,3.28144755e+01,2
-1.24193632e+02,5.47989211e+01,2
9.43865834e+01,-1.41401813e+02,1
-1.05873376e+02,9.25935439e+01,2
1.13251119e+02,-1.67982261e+02,1
7.69552106e+01,4.10315024e+01,0
-7.47813822e+01,8.54981659e+01,2
-9.10325095e+01,-1.92089594e+01,1
6.80896871e+01,-1.19152566e+02,1
6.68599268e+01,-1.25788529e+02,1
-1.27942964e+02,6.22922156e+01,2
1.79679219e+02,-2.40438477e+02,1
-1.36144855e+02,7.29492880e+01,2
4.55693571e+01,7.29705549e+01,0
1.12688153e+02,-3.04940526e+01,0
9.96727154e+01,-1.12558005e+01,0
-3.93838932e+00,5.53807371e+01,2
7.04965626e+01,-1.55910620e+02,1
-1.25289886e+02,6.78931224e+01,2
-1.61627712e+02,7.31616086e+01,2
8.33770848e+01,6.92657613e+01,0
-8.31355460e+01,6.37887696e+01,2
-6.07886693e+01,5.43860755e+01,2
9.42718014e+01,-2.02285539e+02,1
-1.30202810e+02,5.58196696e+01,2
-3.32405564e+01,-2.52911649e+01,1
1.00105625e+02,1.61534660e+00,0
-9.10768477e+01,4.36642153e+01,2
-1.37439600e+02,6.89728092e+01,2
8.61579955e+01,-1.70848874e+02,1
2.74721957e-01,-1.07048327e+02,1
9.91830915e+01,-1.84378669e+02,1
2.40015342e+01,9.50506056e+01,0
4.77767766e+01,5.13574566e+01,0
1.01392698e+02,-1.88435604e+02,1
3.70053701e+01,8.45550563e+01,0
5.23625915e+01,6.07018122e+01,0
-1.57042134e+02,7.63981107e+01,2
-1.41479972e+02,5.33996715e+01,2
5.96253273e+01,3.72544461e+01,0
1.24107629e+01,-7.61532429e+01,2
-7.60438341e+01,3.33333370e+01,2
6.14137603e+01,2.03379108e+01,0
-7.76518852e+01,5.58686239e+01,2
1.15941495e+02,4.30034160e+00,0
-1.36678220e+02,5.00030188e+01,1
1.07283258e+02,-8.85999282e+00,0
1.02531522e+02,-1.99003218e+02,1
-8.06012622e+01,-3.75019058e+01,1
9.86417605e+00,-9.00200694e+01,1
5.60670330e+01,5.85018462e+01,0
2.02277036e+01,1.25553088e+02,0
-3.42040565e+01,3.90952108e+01,2
-5.83674089e+00,1.09385077e+02,0
-1.10759012e+02,6.83026331e+01,2
9.12321252e+01,-1.83650317e+02,1
9.07755731e+01,-1.93894945e+02,1
4.74543331e+01,5.58056731e+01,0
3.99171010e+01,8.11281435e+01,0
8.06189846e+01,1.84527965e+00,0
8.19612293e+01,-1.43245796e+02,1
2.65388371e+01,5.46712126e+01,1
2.38089418e+01,1.05912126e+02,0
-1.06890300e+02,8.19907239e+01,2
3.58730568e+01,8.55884601e+01,0
6.41481692e+01,6.10504545e+01,0
1.97227794e+02,-2.63520747e+02,1
-1.27552535e+02,7.14651394e+01,2
7.64764625e+01,4.29293100e+01,0
-1.61493799e+02,1.02353957e+02,2
-1.37557077e+01,1.39233047e+02,0
8.73900015e+01,3.01340362e+01,0
1.01169700e+02,-1.66399726e+02,1
7.22823715e+01,5.13900990e+01,0
3.10453467e+01,9.65399566e+01,0
5.11215648e+01,-1.52176870e+02,1
7.73733446e+01,3.12377917e+01,0
1.05750349e+02,-1.90037512e+02,1
6.46647010e+01,5.51594747e+01,0
-1.40056210e+02,5.20009251e+01,2
3.41260828e+01,6.38881875e+01,0
2.36414691e+01,1.25818062e+02,0
-1.10938703e+02,5.56197688e+01,0
2.70587154e+01,9.02687118e+01,0
-1.42292567e+02,6.75834856e+01,2
4.35471715e+01,8.43026948e+01,0
-2.08451699e+02,8.69654830e+01,2
-1.29327680e+01,1.37641833e+02,0
-1.22848942e+02,4.11028536e+01,2
-9.67001435e+01,4.20773784e+01,2
-1.05523434e+02,6.66605155e+01,2
-9.45446533e+01,5.83588644e+01,2
1.05468595e+02,1.04254829e+01,0
1.18141762e+02,3.93097061e+00,0
8.18848372e+01,3.44989787e+01,0
4.16436188e+01,6.93136562e+01,0
5.74512545e+01,6.05283608e+01,0
1.62357142e+02,-2.06350102e+02,1
1.35122054e+01,-7.69854899e+01,1
4.57755268e+01,-1.41941513e+02,1
8.28902357e+00,4.62729071e+01,2
8.94257054e+00,1.42335287e+02,0
1.37792384e+02,-4.29074700e+01,0
-4.92741913e+01,4.20245682e+01,2
-4.83754572e+01,3.04660440e+01,2
-1.17049621e+02,6.40052317e+01,2
7.17042331e+01,-1.57136702e+02,1
-1.53262974e+02,4.88117737e+01,2
4.31997579e-01,-1.19305555e+02,1
-5.42397432e+01,7.47816899e+01,2
-1.48561064e+02,8.15939597e+01,2
9.70683328e+01,2.86149922e+01,0
-1.18174888e+02,4.03120854e+01,2
4.99391068e+01,3.89352874e+01,0
1.00416781e+02,-6.81800798e+00,0
1.05894983e+02,2.10112639e-01,0
-1.38610171e+02,5.89842114e+01,2
-1.29986055e+02,6.81761200e+01,2
-8.82334074e+01,3.73529354e+01,2
1.52819699e+02,-2.29785023e+02,1
5.55245787e+01,6.21962383e+01,0
-9.38654841e+01,5.90510334e+01,2
2.48383976e+01,9.87363534e+01,0
-1.34175937e+02,7.14342906e+01,2
1.46465611e+02,-2.09111132e+02,1
7.21150173e+01,6.38691742e+01,0
7.80606368e+01,3.52967857e+01,0
4.43534592e+01,-1.51275628e+02,1
8.14410334e+01,2.02181071e+01,0
-2.01444972e+01,1.15208557e+02,0
6.93326235e+01,2.22736822e+01,0
9.40464766e+01,2.40894395e+01,0
-4.60568278e+01,-7.20099360e+01,1
9.90723125e+01,6.74099350e+00,0
-6.00132308e+01,-5.94215577e+01,1
-6.00895988e+01,6.29698557e+01,2
8.59486866e+01,4.75651703e+01,0
3.38729800e+01,9.35765482e+01,0
5.41706225e+01,-1.52897400e+02,1
6.41549172e+01,6.28666613e+01,0
-1.47719378e+02,8.65299958e+01,2
-1.19604678e+02,5.35388501e+01,2
1.38847544e+02,-1.99022594e+02,1
-1.67326674e+02,7.90637218e+01,2
7.17636592e+01,-1.73735508e+02,1
7.34603047e+01,-1.58318064e+02,1
1.03708401e+02,-1.97806496e+02,1
1.81414914e+00,-6.74430346e+01,1
5.79910020e+01,3.06391043e+01,0
4.60213994e+01,-1.57373586e+02,1
-6.62079881e+01,-5.13784259e+01,1
-8.34121163e+00,-5.30728861e+00,2
8.13800821e+01,-1.63688502e+02,1
-1.15735649e+02,6.57821115e+01,2
1.20789858e+02,-1.10487429e+01,0
3.06737635e+01,8.94306527e+01,0
8.49511484e+01,-2.01593827e+02,1
-1.66629039e+02,1.01972846e+02,2
7.23212751e+01,8.85953261e+01,0
-1.73642713e+02,8.83167916e+01,2
4.11323348e+00,-1.01713949e+02,1
-1.60348229e+02,9.72383096e+01,2
-1.75627574e+02,6.38777989e+01,2
-1.11526339e+02,5.86554144e+01,2
-1.47655392e+02,5.98636740e+01,2
6.55833532e+01,-1.53415532e+02,1
1.22599537e+02,-2.11722174e+02,1
-1.46657399e+01,3.03377136e+01,2
4.41791737e+01,4.52653251e+01,0
-9.29940163e+01,7.42020951e+01,2
-1.02674962e+02,5.05482599e+01,2
6.78749685e+01,4.98200159e+01,0
6.27519465e+01,-1.63825736e+02,1
4.22735053e+01,7.92245164e+01,0
1.71278123e+02,-2.61268686e+02,1
3.49615075e+01,8.34122135e+01,0
7.41749741e+01,4.64073048e+01,0
1.94891427e+01,9.26656200e+01,0
-7.51712053e+01,-6.65344317e+01,1
-1.46000924e+02,5.64049947e+01,2
-8.07518125e+01,6.01143605e+01,2
1.00623343e+02,3.86923322e+01,0
7.95332767e+01,-1.91469463e+02,1
4.53714960e+01,5.73050106e+01,0
2.10286824e+01,-1.20961070e+02,1
6.94968956e+01,3.08274629e+01,0
4.48189302e+01,-1.15256832e+02,1
-3.38584930e+01,-5.49877883e+01,1
7.10231826e+01,5.14139420e+01,0
-1.31214299e+02,2.93015036e+01,2
5.12140405e+01,4.64033947e+01,0
-9.21464036e+01,8.14429849e+01,2
-8.41219253e+01,5.91041291e+01,2
6.97032231e+01,-1.51928576e+02,1
-3.18154512e+01,5.55499569e+01,2
-6.62594637e+01,6.16844233e+01,2
-5.26647504e+01,6.28588077e+01,2
-2.76519245e+01,-7.68727976e+01,1
1.01996865e+01,1.37413474e+02,0
-6.50338574e+01,4.31172037e+01,2
-1.00199749e+02,6.82340953e+01,2
-1.78031047e+02,9.59803950e+01,2
7.71061723e+01,-1.82089226e+02,1
6.42577164e+01,1.95309857e+01,0
3.61929668e+01,8.19650575e+01,0
-1.88279403e+00,-6.22744949e+01,1
4.54885229e+01,-1.29870966e+02,1
-1.23201848e+02,4.66747340e+01,2
7.86078368e+01,8.26579990e+00,0
1.45787191e+00,-8.89428380e+01,1
5.34385171e+01,-1.76609425e+02,1
-6.33815801e+01,5.92563063e+01,2
-3.52169176e+01,4.18304729e+01,2
1.32020187e+01,-1.18754568e+02,1
-1.92018792e+01,7.91623096e+01,2
8.72756022e+00,1.17145281e+02,0
9.85424803e+01,-1.84674972e+02,1
-5.82411409e+01,5.35630619e+01,2
3.89544804e+01,-1.25082882e+02,2
-1.32996994e+02,6.83301807e+01,2
-6.90042213e+00,-8.86477165e+01,1
2.66233170e+01,-1.25587408e+02,1
-8.87466424e+01,2.94445184e+01,2
1.52231933e+01,1.28725236e+02,0
1.53761492e+01,1.41098009e+02,0
-4.35308845e-01,1.43853194e+02,0
5.81228702e+01,-1.19720836e+02,1
-1.01379444e+02,3.74751149e+01,2
-5.93335896e+01,3.57138612e+01,2
9.23130155e+00,-7.63800144e+01,1
4.56726901e+01,8.12256426e+01,0
-2.73200144e+01,6.99215092e+01,2
-2.84813050e+01,-6.39300651e+01,1
7.15918992e+01,-1.41432444e+02,1
9.43312069e+01,-1.57224569e+02,1
1.69301330e+01,-8.52803904e+01,1
-1.35227847e+02,8.50288316e+01,2
6.91453092e+01,8.10265415e+01,0
1.24889594e+02,-1.97652710e+02,1
1.16128829e+02,-1.93184209e+02,1
1.50920503e+01,-1.25341257e+02,1
2.13193213e+02,-2.71367684e+02,1
-9.54796495e+01,-1.35389815e+01,1
6.05125801e+01,2.86796096e+01,0
9.14752459e+01,-1.57433763e+02,1
8.01052747e+01,2.90778935e+01,0
-3.36358812e+01,5.62913116e+01,2
4.05574682e+01,-1.11549730e+02,1
8.53196641e+01,5.07652792e+01,0
-4.76626418e+01,6.55935374e+01,2
-7.26887782e+01,5.80496562e+01,2
-9.67849577e+01,-1.95070878e+01,1
-3.25253425e+01,-8.21950653e+01,1
-8.42260471e+01,8.85352645e+01,2
2.50636936e+02,-2.89519216e+02,1
-6.23702738e+01,5.34136176e+01,2
-1.05641393e+02,7.41911241e+01,2
8.44758405e+01,2.77536782e+01,0
1.95878670e+02,-2.78646718e+02,1
1.38689164e+02,-1.84468336e+02,1
8.01174633e+01,-1.56475442e+02,1
5.48549068e+01,9.30091473e+01,0
-5.80660998e+01,-5.94594705e+01,1
2.17718317e+01,9.46520920e+01,0
1.15798495e+02,-1.83498878e+01,0
-9.23195315e+01,-1.15383392e+01,1
-1.19469904e+02,-1.77640288e+00,1
-3.76933507e+01,3.04179437e+01,1
-1.05986015e+02,6.19168370e+01,2
-7.66961748e+01,5.72822681e+01,2
-8.89874170e+01,3.97022276e+01,2
-4.14122687e+01,1.93659710e+02,0
6.00368613e+01,4.61782152e+01,0
-1.17657870e+02,7.09872263e+01,2
6.77756276e+01,7.73599776e+01,0
1.01329520e+02,1.99197428e+01,0
1.37657380e+02,-2.55937917e+02,1
3.82272320e+01,1.07003004e+02,0
5.58549204e+01,7.18516779e+01,0
1.68113371e+02,-2.48634164e+02,1
-2.81966266e+01,-5.16614875e+01,1
5.43624724e+01,6.07015383e+01,0
-8.98427623e+01,7.03607943e+01,2
-1.18343155e+02,7.69533746e+01,2
-6.73646608e+01,7.91896645e+01,2
7.56651791e+01,3.39821847e+01,0
5.62974520e+01,2.94682311e+01,0
-1.02348493e+02,5.18555361e+01,2
-1.99951704e+02,1.13391075e+02,2
-7.97747724e+01,-1.39789801e+01,1
-1.87620214e+01,-9.03531885e+01,1
2.87263017e+01,9.65326959e+01,0
-1.46738312e+02,6.88051901e+01,2
5.90978641e+01,6.60991087e+01,0
6.41207743e+01,-1.60237811e+02,1
-2.36887347e+01,-6.36425897e+01,1
6.19905305e+01,6.11461613e+01,0
8.59605893e+01,1.06585925e+01,0
-1.12014156e+02,6.32130350e+01,2
5.62655713e+01,-1.16105811e+02,1
1.67483992e+02,-2.64583042e+02,1
6.50324128e+01,2.84541207e+01,0
8.43910787e+01,4.93475540e+01,0
8.00577781e+01,-1.40892249e+02,1
2.47928223e+02,-3.15566097e+02,1
1.14022371e+02,-2.12454174e+02,1
2.10177556e+01,-1.19690383e+02,1
-1.34433579e+02,4.56323620e+01,2
-7.78601581e+01,2.74962233e+01,2
6.53919353e+01,5.01204805e+01,0
1.14604734e+02,-1.87745227e+02,1
2.31306800e+02,-2.78384528e+02,1
1.05268908e+02,-1.97192933e+02,1
-5.70679846e+01,-5.37803523e+01,1
3.23761790e+01,1.19578214e+02,0
1.79538946e+01,1.18439537e+02,0
6.04155374e+01,5.10862128e+01,0
1.82415384e+01,-9.34053100e+01,1
-1.60287963e+02,7.14061003e+01,2
-8.63089744e+01,4.31101188e+01,2
1.90190552e+02,-2.83314466e+02,1
2.65836505e+02,-3.24601192e+02,1
-1.71226996e+01,6.76054007e+01,2
6.01788449e+01,-1.14145632e+02,1
-7.67940048e+01,4.09060203e+01,2
-4.97687633e+01,6.89100654e+01,2
1.72229229e+02,-2.54169521e+02,1
4.77839828e+01,6.09944850e+01,0
-1.24265886e+02,4.04737182e+01,2
7.61580521e+01,5.24593398e+01,0
2.29235058e+01,1.25298402e+02,0
3.22456000e+01,-8.69712209e+01,0
-1.01312226e+02,4.57362439e+01,2
1.97222256e+01,1.07672472e+02,0
5.51327812e+01,6.54364906e+01,0
7.53949062e+01,3.27206320e+01,0
4.97162312e+01,6.55002054e+01,0
-1.22422956e+00,1.64800336e+02,0
-6.28735364e+01,5.29105400e+01,2
-4.39797824e+00,1.88006073e+02,0
-6.47257969e+01,6.51465264e+01,2
7.11819047e+01,-1.53452179e+02,1
9.27166184e+01,4.61238036e+00,0
1.10376116e+01,1.03405006e+02,0
5.98862624e+01,5.27475228e+01,0
9.75929815e+01,3.04029200e+01,0
6.01007676e+01,6.82835764e+01,0
-9.03685839e+01,5.98548406e+01,2
1.00748598e+02,-1.65363105e+02,1
3.81202613e+01,8.72853733e+01,0
-2.62250038e+01,-1.00614598e+02,1
-7.58897463e+01,9.26315530e+01,2
-1.24751964e+00,-1.08080102e+02,1
-1.16401524e+02,5.30098298e+01,2
1.27291102e+02,-1.92156151e+02,1
1.50013541e+02,-2.33045701e+02,1
-1.02716099e+02,5.66643202e+01,2
1.07733044e+02,-4.67866405e+00,0
4.79018687e+01,8.06434474e+01,0
1.26783366e+02,-2.19424271e+02,1
9.80883247e+01,-1.62173922e+01,0
-1.40498091e+02,9.47660614e+01,2
-2.26348963e+01,-9.14658176e+01,1
7.86672132e+01,2.78004216e+01,0
-7.73081882e+01,8.82944742e+01,2
7.67080485e+01,7.24856917e+01,0
-2.70236578e+00,-9.73456547e+01,1
-5.13237180e+01,5.45907026e+01,2
-3.24059295e+00,1.84034597e+02,0
-7.72596695e+01,7.19239385e+01,2
4.32391372e+00,-7.65321329e+01,1
1.43591445e+01,-1.19551353e+02,1
-1.20810158e+02,5.07815808e+01,2
7.74818274e+01,6.83589658e+01,0
5.46864475e+01,-1.59819319e+02,1
2.62028210e+01,-8.74301887e+01,1
1.00478191e+02,4.62375855e+00,0
6.04336885e+01,6.03616533e+01,0
-1.65021511e+02,7.13262040e+01,2
2.27605898e+01,-1.37325224e+02,1
2.12329804e+00,-1.12244809e+02,1
-1.36699815e+02,6.39336116e+01,2
4.01238708e+01,7.73421586e+01,0
-8.29614749e+01,7.06846016e+01,2
6.57943454e+01,6.91837489e+01,0
4.80394918e+01,-1.36151682e+02,1
1.18596934e+02,-1.78973257e+02,1
2.31617938e+01,8.46765338e+01,0
-1.13977825e+02,8.81201591e+01,2
5.66382589e+01,6.09741965e+01,0
-6.49753141e+01,5.82511022e+01,2
-8.50735082e+01,5.23004138e+01,2
-1.43385530e+01,1.13990525e+02,0
2.72577463e+01,9.86787988e+01,0
1.32284020e+02,-2.19217548e+01,0
-1.00108036e+02,7.08222436e+01,2
-8.44357758e+01,-5.07345731e+00,1
-1.26060921e+02,7.32027332e+01,2
-1.25001367e+02,7.81923812e+01,2
4.85902688e+01,4.11042151e+01,0
-1.02550205e+02,5.75206477e+01,2
2.54654967e+02,-3.12162996e+02,1
8.48393149e+01,3.90307805e+01,0
1.40581745e+02,-1.87284170e+02,1
1.53042493e+02,-2.31450434e+02,1
-1.60293383e+02,6.72007873e+01,2
-5.53000328e+01,-4.49783621e+01,1
1.30778882e+02,-3.64688623e+01,0
-8.64750891e+01,7.95065288e+01,2
5.21219808e+01,-1.17119062e+02,1
9.46176604e+01,2.80917167e+01,0
7.83271595e+01,6.68073312e+01,0
-9.73636540e+00,-7.12198796e+01,2
5.67968830e+01,5.19674999e+01,0
-1.74840066e+02,4.93264816e+01,2
-5.54207870e+01,5.24423478e+01,2
