# x_1,x_2,Class_label
-4.08488584e+02,-2.52152909e+01,0
-3.80919123e+02,3.59430444e+01,1
-3.47435512e+02,-2.71818068e+01,0
-3.28586468e+02,-2.16819035e+01,2
1.91497693e+02,5.79983163e+01,2
-3.58378672e+02,4.89982062e+01,1
-3.45545006e+02,5.21728916e+01,1
-3.51157467e+02,6.58571250e+01,1
-3.26066946e+02,5.87440335e+01,1
-3.01265454e+02,4.81940336e+01,1
-4.30433601e+02,-2.41424644e+01,1
1.96031455e+02,5.90110909e+01,2
-4.03705092e+02,-1.86699246e+01,0
-1.93358675e+02,-2.37683816e+01,0
-3.61933262e+02,-1.78961855e+01,0
-3.11771730e+02,7.13995398e+01,1
-3.36982402e+02,4.87632422e+01,1
-2.12010635e+02,-1.43705450e+01,0
-3.26452545e+02,-2.31727009e+01,0
1.62574666e+02,3.27791896e+01,2
-3.79571521e+02,5.86676346e+01,1
1.95156432e+02,5.96068259e+01,2
-2.47694885e+02,-1.99195108e+01,0
-3.42632194e+02,6.94586393e+01,1
-4.04997274e+02,-3.07811881e+01,0
-2.56455008e+02,-1.51410104e+01,0
-4.07754993e+02,4.61160453e+01,1
-3.23995736e+02,6.00345718e+01,1
2.03413422e+02,6.81815764e+01,2
2.06200298e+02,6.90838493e+01,2
-3.45908777e+02,-3.11793285e+01,1
-4.46309134e+02,-3.46472694e+01,0
-3.35857599e+02,3.87104449e+01,1
1.99519691e+02,6.60980513e+01,2
-3.51966600e+02,4.97045663e+01,1
2.15692792e+02,7.70762840e+01,2
-3.39290463e+02,-1.57217947e+01,0
1.86893792e+02,5.29206440e+01,0
2.12263162e+02,7.57953021e+01,2
1.98443747e+02,6.02282041e+01,2
1.94820308e+02,5.80932286e+01,2
1.82480442e+02,4.65601661e+01,2
-3.38224042e+02,-2.58983936e+01,0
-3.34007043e+02,6.58386224e+01,1
-3.24457769e+02,5.67849670e+01,1
-2.88704589e+02,8.22855000e+01,1
1.78190897e+02,4.68487757e+01,2
1.89195758e+02,5.54338042e+01,2
1.85389919e+02,5.06998346e+01,2
1.94344748e+02,6.14757555e+01,2
-3.34117933e+02,-3.91050722e+01,0
-3.14635500e+02,-2.98579936e+01,0
-3.40438328e+02,-2.69908789e+01,0
-3.18366165e+02,8.90478040e+01,1
-3.18018995e+02,5.77927698e+01,1
1.98972709e+02,6.40212882e+01,2
-3.76919762e+02,5.07285192e+01,1
-3.63103726e+02,4.66339759e+01,1
1.94311911e+02,5.97019761e+01,2
-3.42066547e+02,-4.15612188e+01,0
2.07496655e+02,7.06255257e+01,2
-3.68534056e+02,-3.03382436e+01,0
-2.32852670e+02,-2.95076894e+01,0
2.29047167e+02,8.35958602e+01,2
-3.82777474e+02,-8.34353206e+00,0
-3.10875471e+02,6.17838103e+01,1
-3.10523623e+02,-1.25024972e+01,0
1.87345229e+02,5.49314114e+01,2
2.00626117e+02,6.56033781e+01,2
-4.03725215e+02,-2.42228679e+01,0
-3.64076804e+02,6.67565268e+01,1
-2.73679182e+02,-1.57008549e+01,0
1.91388914e+02,5.75994191e+01,2
1.86934854e+02,5.04712887e+01,2
1.92411120e+02,5.68867878e+01,2
1.68796175e+02,3.15398018e+01,2
-3.34885665e+02,-4.22023955e+01,2
-3.47008914e+02,-3.93554111e+01,0
-3.14346555e+02,5.29418682e+01,1
-3.17533069e+02,5.56661434e+01,1
1.89591833e+02,5.25740784e+01,2
-3.15343479e+02,5.95415406e+01,1
-3.02864932e+02,-6.68809880e+01,0
1.76184919e+02,4.43394759e+01,2
-3.52448242e+02,4.42325061e+01,1
-3.60300117e+02,-3.46607417e+01,0
1.80619816e+02,4.75821736e+01,2
1.80701730e+02,4.63861438e+01,2
-3.41241860e+02,6.07831752e+01,1
1.74706404e+02,4.44841465e+01,2
2.09702414e+02,7.43592904e+01,2
1.88937116e+02,5.46994281e+01,1
1.80906581e+02,4.83879341e+01,2
1.93228552e+02,5.76827389e+01,1
1.67169967e+02,3.68412399e+01,2
-3.07958978e+02,7.94481292e+01,1
-1.74043307e+02,-1.49677878e+01,0
1.80975322e+02,5.07774752e+01,2
2.00821997e+02,6.56543784e+01,2
-3.21105369e+02,-3.40159829e+01,0
-2.46014387e+02,-2.30867574e+01,0
1.79480152e+02,4.70538453e+01,2
-3.12158166e+02,-2.83599553e+01,0
1.83998493e+02,5.17398194e+01,0
2.20413485e+02,7.82092952e+01,2
-4.52568462e+02,-2.79543056e+01,0
-3.30172618e+02,7.63565526e+01,1
-3.49461153e+02,-2.64596018e+01,0
1.96232109e+02,5.88497094e+01,2
1.66921595e+02,3.76509096e+01,2
-3.80969662e+02,4.56912565e+01,1
-3.33439804e+02,-2.10789801e+01,0
-3.17501623e+02,6.59139316e+01,1
-2.85417829e+02,-4.55710034e+01,0
-3.37662229e+02,6.54169172e+01,1
-3.76344207e+02,-1.97788720e+01,0
1.87156026e+02,5.25347294e+01,2
1.83813573e+02,4.82132544e+01,2
-2.92836660e+02,-2.22092270e+01,0
-4.07879234e+02,3.70204113e+01,1
2.04678504e+02,7.16341324e+01,2
-3.44041582e+02,5.61882925e+01,1
1.86360682e+02,5.24439913e+01,2
1.85618240e+02,5.35826669e+01,2
-3.27312238e+02,7.07201538e+01,1
1.88214951e+02,5.48583515e+01,2
-3.85417850e+02,-4.12825744e+01,0
2.06605466e+02,7.24528460e+01,2
-3.71081365e+02,-2.91019308e+01,0
-4.09283984e+02,4.14702182e+01,1
-3.20861301e+02,-1.93983319e+01,0
-3.25215675e+02,-1.60425022e+01,0
-3.79020036e+02,-3.67412456e+01,0
-3.20075292e+02,5.57414623e+01,1
1.99952801e+02,6.31088226e+01,2
-2.70942373e+02,6.46331909e+01,1
1.65277291e+02,3.46672592e+01,2
-3.13705678e+02,-3.69037002e+01,0
1.85866556e+02,5.29468232e+01,2
-3.66500041e+02,5.82988194e+01,1
-3.89258962e+02,4.99148987e+01,1
-3.48677552e+02,-2.31449734e+01,0
1.78250878e+02,4.40092049e+01,2
-4.22956750e+02,4.37867690e+01,1
-3.03279817e+02,6.09022198e+01,1
-3.11181937e+02,5.54670730e+01,1
2.03974877e+02,6.60716723e+01,2
1.82871099e+02,5.02650016e+01,2
1.83481920e+02,4.79074991e+01,2
-3.15211554e+02,8.05164597e+01,1
-3.56453223e+02,-2.41072243e+01,0
-2.94179056e+02,-2.83620850e+01,0
-3.39074194e+02,7.83775393e+01,1
-3.05555027e+02,4.96786206e+01,0
-2.85697418e+02,5.87359334e+01,1
-3.12075707e+02,5.82898211e+01,1
1.87281324e+02,5.65341629e+01,2
-3.58708593e+02,-6.73394893e+00,0
-3.20095067e+02,-1.14957890e+01,0
1.78837205e+02,4.65057084e+01,2
-3.49414205e+02,5.30800693e+01,1
-3.00415276e+02,6.63107931e+01,1
2.18428032e+02,8.34308605e+01,2
-3.31334724e+02,6.39883127e+01,1
-2.96319181e+02,-2.24567459e+01,0
-3.24629261e+02,-2.95117946e+01,0
2.01921036e+02,6.57626731e+01,2
1.67759205e+02,3.55856304e+01,2
-3.62343376e+02,3.86818648e+01,1
-3.44941070e+02,-2.46063669e+01,0
-2.94652047e+02,8.04473741e+01,1
-3.55718831e+02,3.54777405e+01,1
1.65300965e+02,3.27397668e+01,2
-3.89496172e+02,5.34846043e+01,1
2.02922194e+02,6.50615002e+01,2
1.77910015e+02,4.36745386e+01,2
-3.87675591e+02,-3.39446054e+01,0
1.99377392e+02,6.27809174e+01,2
-2.60859927e+02,-5.01725963e+01,0
-3.39268703e+02,-3.29495524e+01,0
1.95225587e+02,5.93423879e+01,2
1.73006358e+02,4.10686030e+01,2
-3.00824345e+02,7.02457503e+01,1
-3.26527286e+02,-9.32527375e+00,0
-3.18436329e+02,7.79766121e+01,1
-3.47155816e+02,-9.47036386e+00,0
-2.72877101e+02,-5.19080548e+01,0
-3.46659566e+02,6.48157499e+01,1
-3.20534939e+02,7.26061648e+01,1
-3.45740962e+02,-1.29958629e+01,0
-3.69643461e+02,5.04269866e+01,2
-3.33992639e+02,4.66638769e+01,2
-3.71819963e+02,-3.83915566e+01,0
-2.91711653e+02,-3.46571281e+01,0
1.91966096e+02,5.41751240e+01,2
2.02219866e+02,6.47510717e+01,2
-3.48135496e+02,4.33653008e+01,1
-3.52836735e+02,5.45116776e+01,1
-3.26113512e+02,6.12399138e+01,1
-2.67841234e+02,-2.72998397e+01,0
-2.71837219e+02,5.45650131e+01,1
-2.21101520e+02,-2.48937768e+01,0
1.92441126e+02,5.59014733e+01,2
-3.93018235e+02,-1.59431087e+01,0
-3.05541861e+02,-3.66437383e+01,0
-2.72551139e+02,-2.16327809e+01,0
-3.32654543e+02,5.86506425e+01,1
1.61153572e+02,3.06085610e+01,2
1.96248631e+02,6.36763570e+01,2
-2.57058754e+02,-4.11658355e+01,0
-3.60094368e+02,6.49380055e+01,0
2.02256307e+02,6.57638588e+01,2
1.78767708e+02,4.47778813e+01,2
1.91331889e+02,5.77643978e+01,2
-3.69729630e+02,4.23064664e+01,1
1.92307638e+02,5.69551558e+01,2
-3.76528235e+02,5.07551463e+01,1
1.87118246e+02,5.18614034e+01,2
-3.31790506e+02,4.01404802e+01,1
1.84091418e+02,5.05861198e+01,2
1.97806780e+02,5.95904618e+01,2
-3.21267000e+02,-2.27046168e+01,0
-3.59375298e+02,-2.95417165e+01,0
-3.66379798e+02,-2.92662749e+01,0
-2.95213797e+02,8.82990726e+01,1
1.99968527e+02,6.80261928e+01,2
-3.45911065e+02,3.89628864e+01,1
-1.47223280e+02,-1.69111450e+01,0
-2.80301613e+02,6.84804482e+01,1
1.96461236e+02,5.88249832e+01,2
-2.89413874e+02,-3.64248874e+01,0
2.10324257e+02,7.47034382e+01,2
-3.74186540e+02,-4.39527764e+01,0
-4.57856386e+02,-2.40280367e+01,0
-3.24832727e+02,-1.30704910e+01,0
-3.81318012e+02,-2.22697462e+01,0
-3.74585151e+02,3.78825488e+01,1
1.79073872e+02,4.84374980e+01,2
-3.42437207e+02,4.43035522e+01,1
-3.21576509e+02,-2.69562441e+01,2
2.00223701e+02,6.48151722e+01,2
1.87637027e+02,5.57369552e+01,2
-3.71351782e+02,-2.95985105e+01,0
1.79017772e+02,4.87952141e+01,2
-3.66639395e+02,-1.36632266e+01,0
-3.23195540e+02,-2.77137697e+01,0
-3.10644499e+02,6.45209084e+01,1
-3.62321778e+02,5.86295358e+01,1
-3.27111517e+02,-4.75270951e+01,0
-2.20041555e+02,-7.29908007e+00,0
-3.40379753e+02,4.11457873e+01,1
1.94802146e+02,6.26597241e+01,2
-3.57975127e+02,-1.90764569e+01,0
1.69330082e+02,3.81192425e+01,0
-3.43298974e+02,5.73091505e+01,1
2.07637805e+02,7.15624719e+01,2
1.99510405e+02,6.38081768e+01,2
-3.56879528e+02,-2.16977178e+01,0
-3.36204032e+02,8.19343968e+01,1
-3.53825391e+02,-2.37124172e+01,0
-3.26696207e+02,7.14906119e+01,1
-2.43938964e+02,-3.91592641e+01,1
1.90675544e+02,5.19725435e+01,0
-3.15050007e+02,5.55093947e+01,1
-4.28155626e+02,-3.75882190e+01,0
1.94915400e+02,5.98754558e+01,2
-3.51300527e+02,4.00012165e+01,1
-3.44569396e+02,6.45997634e+01,1
-3.46573926e+02,5.72568211e+01,0
-3.22876271e+02,-3.30245546e+01,0
1.96033675e+02,5.89687426e+01,2
-3.64425051e+02,-2.09701413e+01,0
-3.02114697e+02,-5.24331664e+01,0
2.06897687e+02,6.84454847e+01,1
-3.18890601e+02,-2.60458192e+01,0
2.10176035e+02,7.29491123e+01,0
-3.48243545e+02,5.90529520e+01,1
-3.48307175e+02,-2.96490557e+01,0
2.19621672e+02,8.07867271e+01,2
-3.26832975e+02,5.14790559e+01,1
-3.20247147e+02,-2.92740180e+01,0
1.81756857e+02,4.30141864e+01,2
-2.17836813e+02,-1.66263839e+01,0
-2.76370293e+02,-2.12288899e+01,0
-3.97216127e+02,3.46334061e+01,1
-3.53195967e+02,7.06823215e+01,1
-3.56475653e+02,-4.28015170e+01,0
-3.77913145e+02,5.44688353e+01,1
-2.87443989e+02,-2.54335925e+01,0
-3.16780336e+02,-2.92592865e+01,0
-3.60906372e+02,5.68927815e+01,1
-3.07431949e+02,6.85812756e+01,1
1.90370271e+02,5.62246362e+01,2
1.91342184e+02,5.40400989e+01,0
1.77417113e+02,4.68336950e+01,2
-3.43104327e+02,4.20607631e+01,1
-3.23654906e+02,6.57341461e+01,0
1.75678035e+02,4.36995200e+01,2
-3.81036056e+02,-1.15923614e+01,0
-3.53648164e+02,4.96874747e+01,1
-2.97353938e+02,6.11085362e+01,1
-3.31697429e+02,-2.39951700e+01,0
-3.46966957e+02,5.02396447e+01,1
-3.05782164e+02,-2.66972299e+01,0
1.87195354e+02,5.17983476e+01,2
1.83810348e+02,5.05399248e+01,2
-3.83546464e+02,-2.17158186e+01,2
-3.15032706e+02,-1.91846744e+01,0
-3.08311616e+02,4.90683214e+01,1
-3.45280680e+02,5.50195143e+01,1
-3.79739869e+02,4.42112863e+01,1
-3.47074872e+02,5.27863933e+01,1
-3.48716744e+02,-2.21572985e+01,0
-2.85203740e+02,-1.96757470e+01,0
-4.21799109e+02,-2.24988455e+01,0
2.09193343e+02,7.13626119e+01,2
1.98734907e+02,6.23370857e+01,2
-3.40431160e+02,-3.87900105e+01,0
-2.51608615e+02,-3.92035847e+01,0
-2.85350167e+02,-4.87195304e+01,0
-3.24904005e+02,6.06142305e+01,1
2.20349972e+02,8.03276618e+01,2
1.84869587e+02,5.12558200e+01,2
2.09487797e+02,7.14899312e+01,2
-3.56297513e+02,-5.44456031e+01,0
-3.52268946e+02,5.38854897e+01,1
2.07578067e+02,6.87957066e+01,2
1.95318878e+02,6.05105483e+01,2
-3.25080945e+02,-2.91065681e+01,0
-4.49813692e+02,-2.02523969e+01,0
-3.96929072e+02,-5.23382504e+01,0
-3.74590190e+02,-2.66626784e+01,2
-4.06769442e+02,5.36578333e+01,1
2.07322706e+02,7.05886891e+01,2
-2.67053284e+02,-1.47268668e+01,0
-3.60932374e+02,4.81344148e+01,1
1.98252760e+02,6.23090199e+01,2
-3.00549115e+02,8.26550628e+01,1
-3.04815287e+02,-2.51130301e+01,0
-2.17130441e+02,-2.18877781e+01,0
-3.53949344e+02,5.27375460e+01,1
1.90693919e+02,5.81127226e+01,2
1.78198213e+02,4.70567208e+01,2
2.09900941e+02,7.16854156e+01,2
2.02926957e+02,6.45464325e+01,2
-3.23815616e+02,-3.24334572e+01,0
-3.75485054e+02,3.89292244e+01,1
-3.47630745e+02,5.86249888e+01,1
-3.50840856e+02,-3.18819174e+01,0
-3.12769903e+02,-1.88212414e+01,0
-3.64354298e+02,5.02843536e+01,1
1.79989255e+02,4.64571973e+01,2
-3.23776801e+02,5.49332160e+01,1
-3.00119750e+02,6.87662731e+01,1
-3.79611540e+02,4.51276106e+01,1
-3.50399913e+02,6.87735650e+01,1
-3.58739239e+02,7.72886182e+01,1
-3.50174473e+02,4.55790854e+01,1
-3.67729447e+02,-3.76372347e+01,0
2.09370726e+02,7.21573565e+01,2
2.06396541e+02,6.97376094e+01,2
1.95314166e+02,5.97238780e+01,2
-3.74372962e+02,3.92610579e+01,1
1.86298588e+02,5.16693572e+01,2
1.88700896e+02,5.54501343e+01,0
2.02191288e+02,6.41516974e+01,2
-3.53114680e+02,6.56814638e+01,1
-3.21435797e+02,6.01382043e+01,1
-3.04046157e+02,-2.64345563e+01,0
1.89868206e+02,5.50581921e+01,2
-3.54686701e+02,4.18864226e+01,1
-4.14317965e+02,4.11078311e+01,1
2.01467726e+02,6.66615345e+01,2
-3.62754912e+02,-2.22386868e+01,0
-3.08652768e+02,-1.04303237e+01,0
1.82017392e+02,4.76192075e+01,2
2.19194466e+02,8.14036795e+01,2
-3.02540923e+02,5.44991113e+01,1
1.88616144e+02,5.68015263e+01,2
-3.51461061e+02,6.52973859e+01,1
1.94490525e+02,5.74860078e+01,2
1.83833805e+02,4.95793864e+01,2
-2.92010394e+02,-2.69313513e+01,0
-3.62111014e+02,-3.16561893e+01,0
-3.80967923e+02,-2.74716115e+01,0
-3.34305668e+02,-3.48906521e+01,0
-2.87737055e+02,-3.08569119e+01,0
-3.25233501e+02,7.74023656e+01,1
-3.54905139e+02,5.59386770e+01,1
-3.12597130e+02,-3.23476366e+01,0
-3.11963060e+02,5.85839138e+01,1
1.96401553e+02,5.97491605e+01,2
2.06304332e+02,6.71254117e+01,2
-3.48530834e+02,4.53551946e+01,1
-3.53687080e+02,-5.99948782e+00,0
-3.71681137e+02,-4.26375729e+01,0
-3.41716157e+02,6.86288604e+01,1
-3.28328449e+02,5.75487324e+01,1
2.02220730e+02,6.22430560e+01,2
-3.41933567e+02,5.49346946e+01,1
-3.27221213e+02,-2.34997575e+01,0
-3.33134701e+02,-2.79786372e+01,0
1.73357363e+02,4.04536111e+01,2
1.70155926e+02,3.54818464e+01,2
-3.18528828e+02,6.79934676e+01,1
-3.07807794e+02,5.56533942e+01,1
-3.52812439e+02,2.88427046e+01,1
-3.34288051e+02,-1.69506029e+01,0
2.00471577e+02,6.43783025e+01,2
-3.78199282e+02,5.79353168e+01,1
1.73746429e+02,4.29162238e+01,1
-3.86237963e+02,4.76186656e+01,2
-3.54269935e+02,4.43494705e+01,1
1.98680952e+02,6.51844626e+01,2
-3.63091682e+02,5.05164268e+01,0
-3.19378827e+02,-3.04864978e+01,0
-3.29003218e+02,4.93509883e+01,1
-3.75093464e+02,4.82801899e+01,1
1.97717244e+02,6.14179949e+01,2
1.85652519e+02,5.12061818e+01,2
1.70735710e+02,3.85494269e+01,2
1.94786930e+02,5.90200360e+01,2
-3.05643038e+02,-1.85308158e+01,0
