# x_1,x_2,x_3,Class_label
1.48018742e+01,-8.25332791e+01,1.83775626e+01,0
6.29359885e+00,-1.30975183e+02,-2.93279893e+01,1
-3.57431673e+00,-1.15105438e+02,-4.15791083e+01,1
8.67936064e+00,-5.86799248e+01,1.91507205e+01,0
-1.79940637e+00,-1.11250998e+02,-3.53645289e+01,1
-1.46961966e+01,-3.04788529e+01,-1.54853612e+01,0
3.30615645e+01,-1.17129577e+02,3.79198631e+01,0
4.01918687e+01,-1.41724313e+02,3.89236291e+01,0
-8.67522676e+00,-9.25447928e+01,-3.93282162e+01,1
3.55223401e+01,-1.57618496e+02,1.91340334e+01,0
9.86792462e+00,-1.23850968e+02,-1.71943975e+01,1
3.35376027e+01,-1.49605638e+02,1.95522543e+01,0
7.89439991e+00,-9.63880606e+01,-5.12295657e+00,1
1.06387250e+01,-8.74783490e+01,6.24962441e+00,1
1.58793343e+01,-2.07052132e+01,5.77160980e+01,0
2.97591440e+01,-1.57297628e+02,6.62950286e+00,0
-2.00720050e+01,-8.35250841e+01,-5.90428336e+01,1
6.30948180e+00,-1.27252490e+02,-2.70673282e+01,1
3.50363174e+01,-1.34177739e+02,3.20777470e+01,0
1.27445319e+01,-7.86486156e+01,1.61677288e+01,0
1.91023767e+01,-1.01538200e+02,1.64892126e+01,0
1.90310725e+01,-8.05386566e+01,2.88870363e+01,0
-1.01754236e+01,-1.09702805e+02,-5.28913491e+01,1
-1.12902484e+00,-1.18536878e+02,-3.82436512e+01,1
6.62075777e+01,-2.33781813e+02,4.11984154e+01,0
-8.83193968e+00,-1.11659874e+02,-5.11017080e+01,1
3.52848292e+01,-1.30230487e+02,3.49851473e+01,0
2.56831331e+01,-1.30185986e+02,1.38591411e+01,0
-8.21426539e+00,-1.09624230e+02,-4.85239252e+01,1
3.95950197e+01,-1.66147636e+02,2.30068981e+01,0
6.58988462e+01,-2.04760937e+02,5.78688651e+01,0
2.49548848e+01,-9.95663734e+01,3.05612214e+01,0
3.31770906e+01,-1.25219391e+02,3.33377453e+01,0
-1.90195229e+00,-8.83528264e+01,-2.19004063e+01,1
1.13695173e+01,-9.45279753e+01,3.64483570e+00,1
2.85774625e+01,-8.95210516e+01,4.45475423e+01,0
1.28915129e+01,-9.90177296e+01,4.31353369e+00,0
-7.35676626e+00,-7.69343499e+01,-2.70906884e+01,1
3.55750525e+00,-9.99050687e+01,-1.67798682e+01,1
5.08591326e+01,-1.88237876e+02,3.46148295e+01,0
4.92978839e+01,-2.03017838e+02,2.23389537e+01,0
7.01253320e-01,-9.73019498e+01,-2.15158981e+01,1
1.14515699e+01,-4.73460581e+01,3.20340500e+01,0
6.13397205e+00,-1.36438064e+02,-3.29457181e+01,1
3.62409152e+01,-1.90253304e+02,1.20582662e+00,0
5.82618219e+01,-2.22465910e+02,3.04592435e+01,0
5.44847755e+01,-1.63499700e+02,5.73922573e+01,0
-6.35031376e+00,-9.48617857e+01,-3.55916653e+01,1
2.15509671e+00,-1.18944829e+02,-3.12526056e+01,1
9.12785507e+00,-9.11516554e+01,7.25022099e-01,1
7.61043138e+00,-1.07852863e+02,-1.26029543e+01,1
-9.48044521e+00,-1.05001793e+02,-4.85497327e+01,1
-1.74998118e+00,-1.28953823e+02,-4.58395575e+01,1
5.78202999e+00,-1.61761118e+02,-4.88608353e+01,1
2.86440356e+00,-1.17546058e+02,-2.88537198e+01,1
8.03240486e+00,-6.82650294e+01,1.19948662e+01,0
5.60920645e+00,-8.84701412e+01,-5.42340303e+00,1
-1.25877704e+01,-1.18847170e+02,-6.36728707e+01,1
1.88694634e+01,-9.74637241e+01,1.84120923e+01,0
3.66757825e+01,-1.35643413e+02,3.48132256e+01,0
2.74373645e+01,-9.77429233e+01,3.71203220e+01,0
6.37432452e+00,-1.13423377e+02,-1.86565267e+01,1
8.45104631e+00,-1.12935365e+02,-1.37897263e+01,1
4.03655886e+01,-9.02528415e+01,7.00793647e+01,0
3.19861423e+01,-5.97007355e+01,6.98854359e+01,0
2.73002045e+01,-1.34495552e+02,1.48450197e+01,0
7.23154298e+00,-2.90626381e+01,3.36683278e+01,0
-2.30738543e+00,1.14196342e+01,3.68569571e+01,0
1.42836684e+01,-1.33507524e+02,-1.32398029e+01,1
-1.67035190e-01,-8.33100216e+01,-1.50634501e+01,1
-3.35927566e+00,-1.04154051e+02,-3.45579120e+01,1
3.28707512e+01,-1.05251740e+02,4.46008515e+01,0
1.09144199e+01,-1.08109015e+02,-5.47738606e+00,1
2.37050967e+01,-1.00511736e+02,2.72427286e+01,0
2.05400827e+01,-8.91765694e+01,2.70470856e+01,0
-2.67353420e+00,-8.39289715e+01,-2.09553360e+01,1
3.10482592e+00,-9.91872965e+01,-1.73479930e+01,1
9.29364339e+00,-9.56294917e+01,-1.58688986e+00,1
2.62500539e+01,-1.14979381e+02,2.41995800e+01,0
3.74194165e+01,-1.16164581e+02,4.80971832e+01,0
2.31450677e+01,-8.91778310e+01,3.27851337e+01,1
-1.45922432e+00,-5.18026794e+01,9.27007553e-01,0
1.09469345e+01,-1.25419480e+02,-1.57550898e+01,1
-1.40050732e+00,-8.73565052e+01,-2.02000527e+01,1
5.78637802e+00,-9.79772699e+01,-1.07170792e+01,1
3.33476869e+01,-8.16309086e+01,5.97736302e+01,0
-8.84296415e+00,-1.13608261e+02,-5.22908691e+01,1
4.71116724e+00,-8.63578687e+01,-6.13893509e+00,1
1.59375680e+01,-1.04291380e+02,7.87108183e+00,0
1.33613189e+01,-1.09529410e+02,-9.36053921e-01,1
6.32833457e+01,-2.19843784e+02,4.30893794e+01,0
2.65673514e+01,-9.24202823e+01,3.83859011e+01,0
-8.75867167e+00,-7.28351728e+01,-2.77283395e+01,1
5.11219505e+01,-1.43837474e+02,6.17392985e+01,0
-5.86737574e-01,-1.06619929e+02,-2.99242528e+01,1
6.80735442e+00,-1.19497666e+02,-2.13341677e+01,1
-7.70110164e+00,-9.43799594e+01,-3.82793942e+01,1
6.37917058e+00,-3.52453308e+01,2.80941245e+01,0
3.02556735e+01,-8.76336647e+01,4.93730583e+01,0
3.76134258e+01,-9.03218917e+01,6.39750456e+01,0
1.61810579e+00,-1.06908734e+02,-2.52396319e+01,1
4.47834968e+01,-1.65211466e+02,3.49968578e+01,0
4.63521358e+00,-1.10779945e+02,-2.09073843e+01,1
-1.85852527e+00,-1.22866097e+02,-4.24390380e+01,1
3.49312036e+01,-1.24580740e+02,3.75838975e+01,0
1.75229910e+01,-1.03586594e+02,1.17851489e+01,1
1.11422028e+01,-1.10371833e+02,-6.32843959e+00,1
5.57643096e+01,-1.59597629e+02,6.25439956e+01,0
4.98658103e+01,-1.63994405e+02,4.69208735e+01,0
-5.68858439e+00,-1.13149394e+02,-4.50674048e+01,1
1.77996867e+01,-7.91635730e+01,2.69963991e+01,0
1.19710785e+01,-1.17857774e+02,-8.97800729e+00,1
-6.40977680e+00,-1.06908637e+02,-4.29250627e+01,1
5.04424249e+01,-1.83055308e+02,3.67952993e+01,0
8.05211687e+00,-1.08674385e+02,-1.21210772e+01,1
4.44808387e+01,-1.57242988e+02,3.90941796e+01,0
-4.97098793e+00,-1.17506341e+02,-4.60914036e+01,1
4.91614951e+01,-1.61533210e+02,4.68407256e+01,0
2.47584110e+01,-8.73767266e+01,3.74161603e+01,0
1.24026478e+01,-1.39829511e+02,-2.11634058e+01,1
-3.53630424e+00,-1.04064338e+02,-3.48942711e+01,1
1.27932226e+01,-5.15871637e+01,3.24541096e+01,0
-1.35706063e+01,-8.05544497e+01,-4.29441605e+01,1
3.78274866e+01,-1.51047127e+02,2.81410853e+01,0
5.58475485e-02,-1.27208425e+02,-4.08177891e+01,1
3.90076485e+01,-4.44654754e+01,9.44625093e+01,0
-4.18239997e+00,-1.18972431e+02,-4.52306627e+01,1
4.08492443e+00,-1.05170411e+02,-1.87659276e+01,1
4.59891568e+01,-1.58864374e+02,4.14476451e+01,0
2.92688975e+01,-1.38612701e+02,1.67205640e+01,0
9.41209216e+00,-8.38096359e+01,5.74074055e+00,1
-7.18140959e+00,-1.02201280e+02,-4.18106084e+01,1
3.75278995e+01,-1.11030385e+02,5.14057318e+01,0
1.32693889e+00,-1.06653832e+02,-2.57286780e+01,0
-6.55144413e+00,-1.02017816e+02,-4.03131027e+01,1
4.51501145e+01,-1.68705094e+02,3.37157990e+01,0
-1.13491735e+01,-7.83520675e+01,-3.67335978e+01,1
2.37236090e+01,-6.86558740e+01,4.63290397e+01,0
3.15921618e+00,-7.84790489e+01,-4.84741907e+00,1
-1.03714027e+01,-9.32406605e+01,-4.34809407e+01,1
2.59327648e-01,-1.24774387e+02,-3.89142929e+01,1
4.45735471e+00,-5.54491637e+01,1.17811696e+01,0
5.31709876e+00,-1.04975423e+02,-1.59348613e+01,1
-9.27719563e+00,-1.01106356e+02,-4.57730239e+01,1
5.79707034e+01,-1.69600039e+02,6.14246000e+01,0
2.39199431e+01,-1.10785788e+02,2.15735333e+01,0
3.52858189e+01,-1.84650321e+02,2.45157298e+00,0
-2.61635881e+00,-9.67702696e+01,-2.85067503e+01,1
1.11997150e+01,-1.33195018e+02,-1.98469400e+01,1
1.83682578e+01,-6.80420028e+01,3.48981713e+01,0
1.86955143e+01,-2.42071755e+01,6.18264615e+01,1
4.49560732e+00,-1.09458350e+02,-2.04248014e+01,1
7.41984101e+00,-1.22490284e+02,-2.17740383e+01,1
4.88744575e+00,-1.00772938e+02,-1.43688679e+01,1
3.71292932e+01,-1.12286144e+02,4.97768240e+01,1
-7.40409115e+00,-1.03743368e+02,-4.32231390e+01,1
1.44460818e+01,-6.06526709e+01,3.06754152e+01,0
3.30408004e+01,-7.92111551e+01,6.05442447e+01,0
-4.19401111e+00,-1.05598515e+02,-3.72604360e+01,1
-3.52441773e+00,-1.14574317e+02,-4.11516411e+01,1
4.01141875e+01,-1.25985499e+02,4.81621944e+01,0
1.62744300e+01,-7.85794328e+01,2.39854841e+01,0
-9.97040435e-02,-1.30120584e+02,-4.29015507e+01,1
3.28732385e+00,-1.12802239e+02,-2.50858561e+01,1
5.11618136e+01,-1.62206081e+02,5.08451566e+01,0
7.78164382e+00,-1.24394190e+02,-2.21152647e+01,1
2.11386825e+00,-8.94481651e+01,-1.37083875e+01,1
7.83132300e+00,-1.17962435e+02,-1.81604948e+01,1
-2.24557833e+00,-1.36060004e+02,-5.11799042e+01,1
2.99941509e+01,-1.07594448e+02,3.68630533e+01,0
2.20349611e+01,-8.67922455e+01,3.17658200e+01,0
-3.67860995e-01,-1.12591798e+02,-3.30124416e+01,1
1.03936885e+01,-1.12580710e+02,-9.29803472e+00,1
1.62089305e+01,-1.11698675e+02,4.04032799e+00,1
2.10335645e+01,-8.20032602e+01,3.24229057e+01,0
-1.77661859e+00,-7.23983323e+01,-1.20856498e+01,1
-6.49969239e+00,-1.29590247e+02,-5.66837046e+01,1
4.59633640e+01,-1.28860565e+02,5.93290726e+01,0
1.35310734e+01,-8.07507237e+01,1.66437074e+01,0
4.45555275e+01,-1.49567425e+02,4.38476756e+01,0
-5.39965560e+00,-1.07464830e+02,-4.10322864e+01,1
6.41112787e-01,-5.75946719e+01,2.09123282e+00,0
6.00971787e+00,-8.43795786e+01,-2.09546597e+00,1
-1.23218794e+00,-7.16566616e+01,-1.04428453e+01,1
3.91765249e+01,-1.57564781e+02,2.72163457e+01,0
3.89521702e+01,-1.20583029e+02,4.88322126e+01,0
-2.99915790e+00,-1.06862100e+02,-3.53836192e+01,1
9.11340199e-01,-8.16006972e+01,-1.16658341e+01,1
4.12931594e+01,-1.43216318e+02,4.04577627e+01,0
4.16424274e+00,-1.25163777e+02,-3.05445369e+01,1
4.33279320e+01,-1.73107023e+02,2.70697538e+01,0
5.35121319e+00,-1.02670163e+02,-1.44814710e+01,1
-2.10511132e-01,-7.78288799e+01,-1.18822410e+01,1
2.54331373e+01,-1.29902715e+02,1.34777564e+01,0
1.37392754e+01,-7.77773954e+01,1.88800292e+01,0
1.66856760e+01,-8.27353016e+01,2.24068105e+01,0
2.73205951e+01,-1.24916524e+02,2.06169134e+01,0
2.03640002e+01,-5.17285268e+01,4.90480761e+01,0
3.93993997e+01,-1.29016095e+02,4.47756219e+01,0
8.74302232e-01,-1.31997062e+02,-4.18776888e+01,1
-4.22259799e+00,-1.12862665e+02,-4.16663994e+01,1
3.90488915e+00,-1.03006516e+02,-1.78688280e+01,1
-2.84962355e+00,-1.35324562e+02,-5.20709250e+01,1
1.74302764e+01,-1.12774154e+02,6.08797014e+00,0
6.39553489e+01,-1.61191326e+02,7.96361024e+01,0
-2.80983289e+00,-1.21442217e+02,-4.36834873e+01,1
3.01201155e+01,-1.28242415e+02,2.47958424e+01,0
1.43320354e+00,-9.91177136e+01,-2.09889890e+01,1
8.98136612e+00,-1.12226187e+02,-1.21974344e+01,1
1.03119722e+01,-5.23419568e+01,2.65366306e+01,0
3.27992378e+00,-1.03481453e+02,-1.95295798e+01,1
1.00570148e+01,-1.39537990e+02,-2.61565633e+01,1
2.71812678e+01,-1.13218721e+02,2.73036897e+01,0
1.41464779e+01,-6.73389608e+01,2.60178819e+01,0
-1.81294068e+00,-9.32315815e+01,-2.46211535e+01,1
5.51955798e+00,-1.22919195e+02,-2.62168081e+01,1
-1.04009599e+01,-7.35938409e+01,-3.17998951e+01,1
1.83389689e+01,-3.22811038e+01,5.62138640e+01,0
5.48877259e+01,-1.36369759e+02,7.45000227e+01,0
1.00036872e+01,-4.36875723e+01,3.10316362e+01,0
2.59137077e+01,-1.64464487e+02,-6.12684292e+00,0
-1.47398880e+00,-8.42288431e+01,-1.84920110e+01,1
4.47978191e+00,-1.18790776e+02,-2.60392029e+01,1
5.25468295e+01,-1.47481062e+02,6.26999420e+01,0
1.05131080e+01,-1.14858002e+02,-1.03964669e+01,1
5.87170011e+01,-2.02367229e+02,4.34783199e+01,0
1.35214027e+01,-9.38579491e+01,8.78604176e+00,0
3.12287847e+01,-1.13643508e+02,3.59664357e+01,0
3.96891062e+01,-1.46655992e+02,3.48675572e+01,0
1.49785539e+01,-1.43246433e+02,-1.75315254e+01,1
4.74004077e+01,-2.25948870e+02,4.44911993e+00,0
3.24836554e+01,-1.11427583e+02,4.00557511e+01,0
3.27458212e+01,-1.35155095e+02,2.64474383e+01,0
3.51443667e+01,-1.69198744e+02,1.13779212e+01,0
2.02451544e+00,-1.04988050e+02,-2.31959972e+01,1
-3.94434198e+00,-9.72815259e+01,-3.17379704e+01,1
5.51350504e+01,-2.01997954e+02,3.58080309e+01,0
4.36564141e+01,-1.70793593e+02,2.91765232e+01,0
2.84507213e+00,-1.25665970e+02,-3.37509240e+01,1
-1.02260578e+01,-9.88563200e+01,-4.65181552e+01,1
-6.39307277e+00,-9.02124412e+01,-3.29061800e+01,1
8.32076302e+00,-1.19657549e+02,-1.80957054e+01,1
3.23749641e+01,-1.31324826e+02,2.79204241e+01,0
2.29287479e+01,-1.07338723e+02,2.14508047e+01,0
4.51353732e+00,-1.26044865e+02,-3.03018104e+01,1
2.55238164e+01,-5.21694770e+01,6.01515628e+01,0
1.12834251e+01,-4.84481902e+01,3.10046984e+01,0
-5.72216104e-01,-1.30185605e+02,-4.39813719e+01,1
4.75263725e+00,-1.12336678e+02,-2.15794166e+01,1
1.57612424e+00,-1.03587485e+02,-2.33464568e+01,1
4.64067980e+01,-1.34275621e+02,5.70684849e+01,0
1.05736991e+01,-6.30868012e+01,2.06892426e+01,0
6.99707278e+00,-1.00291639e+02,-9.43359135e+00,1
-1.50290500e+00,-9.43460183e+01,-2.46044260e+01,1
-4.46033111e+00,-8.30796006e+01,-2.43838539e+01,1
3.56130764e+01,-1.44752018e+02,2.70263528e+01,0
3.17376342e+01,-1.24875914e+02,3.03719645e+01,0
4.19424007e+01,-1.33188221e+02,4.78835021e+01,0
6.78921410e+00,-6.33300488e+01,1.22065630e+01,0
-6.33655192e+00,-1.15961807e+02,-4.81763276e+01,1
1.58211356e+01,-5.47924164e+01,3.72083149e+01,0
7.69809144e-01,-1.04585478e+02,-2.57194410e+01,1
1.65878607e+01,-7.09866461e+01,2.92154414e+01,0
2.21609364e+01,-1.31405670e+02,5.37050671e+00,1
6.34895250e-01,-1.05002386e+02,-2.62659124e+01,1
-5.61896324e+00,-9.19360113e+01,-3.22312741e+01,1
3.05802750e+00,-5.54418104e+01,8.70283710e+00,0
-4.88137763e+00,-1.24218089e+02,-4.99067154e+01,1
1.29660624e+00,-1.07963584e+02,-2.65785568e+01,1
-7.10030539e-01,-3.36637187e+01,1.34221504e+01,0
-4.19426596e+00,-1.03588895e+02,-3.60595148e+01,1
-1.57762937e+01,-7.59943488e+01,-4.50769792e+01,1
-3.92311081e+00,-9.60370119e+01,-3.09471456e+01,1
2.50311464e+01,-9.24181751e+01,3.50028892e+01,0
2.78638535e+01,-1.08802343e+02,3.14478326e+01,0
1.98584968e+01,-5.63331689e+01,4.51814903e+01,0
-4.72853915e+00,-1.02028801e+02,-3.63037959e+01,1
-9.69609722e+00,-7.10217870e+01,-2.87093342e+01,1
5.20792441e+01,-1.83221773e+02,4.03017011e+01,1
-1.41711948e+00,-1.24858717e+02,-4.26579372e+01,1
2.59793101e+01,-9.97469661e+01,3.27100683e+01,0
-3.55859517e+00,-1.18881535e+02,-4.38020723e+01,1
9.32430972e-01,-1.21967427e+02,-3.57532554e+01,1
1.94784534e+00,-1.23500796e+02,-3.44330387e+01,1
2.61680319e+01,-1.49797332e+02,3.20242503e+00,0
5.51499951e+01,-1.38793597e+02,7.36286740e+01,0
-6.41336821e+00,-1.06465949e+02,-4.26683062e+01,1
6.87437189e+00,-8.10532075e+01,1.79809692e+00,1
2.07207589e+01,-3.12222811e+01,6.20940000e+01,0
2.19866023e+01,-4.61538494e+01,5.59555898e+01,0
-6.36829056e-01,-1.03878813e+02,-2.83957855e+01,1
3.82243272e+01,-1.09684495e+02,5.37446291e+01,0
4.35965634e+01,-1.40588765e+02,4.71031034e+01,1
3.88184975e+01,-1.80136169e+02,1.29329490e+01,0
2.29998864e+01,-2.08106232e+01,7.33397093e+01,0
6.25639744e+00,-1.28020569e+02,-2.76434817e+01,1
3.15742131e+00,-9.47563091e+01,-1.45829894e+01,1
1.43065849e+01,-9.00371146e+01,1.28001503e+01,0
-1.12326831e+01,-1.02704240e+02,-5.10362981e+01,1
1.74018830e+01,-4.61922193e+01,4.58324770e+01,0
-9.78655825e+00,-9.29572123e+01,-4.20230598e+01,1
5.28334297e+01,-1.68260847e+02,5.09078028e+01,0
5.38392399e+01,-1.76076743e+02,4.84507543e+01,0
1.64706349e+00,-1.15727913e+02,-3.04485228e+01,1
5.26296332e+00,-1.15222653e+02,-2.21805893e+01,1
1.47432724e+00,-1.13985460e+02,-2.97873094e+01,1
6.31461342e+00,-1.06431736e+02,-1.46080081e+01,1
3.68515594e+01,-1.40957277e+02,3.20234858e+01,0
4.82212340e+01,-1.72368177e+02,3.82914675e+01,0
1.12546391e+00,-1.06010794e+02,-2.57880785e+01,1
6.12605548e+00,-9.77003360e+01,-9.80319780e+00,1
1.74667506e+01,-1.22866555e+02,1.34422512e-01,1
4.87831608e+01,-1.47052952e+02,5.46645023e+01,0
1.38724034e+01,-7.25190458e+01,2.23170983e+01,0
2.61511500e+01,-1.13086779e+02,2.51132158e+01,0
4.41611228e+01,-1.43676380e+02,4.65008529e+01,0
1.15610459e+00,-1.09171066e+02,-2.76099952e+01,1
7.91657433e+01,-2.34336260e+02,6.94138709e+01,0
3.32610581e+01,-1.34957516e+02,2.77006351e+01,0
1.44994042e+01,-5.98820082e+01,3.12536378e+01,0
3.76634420e+01,-8.69544128e+01,6.60985319e+01,0
-5.67888298e+00,-8.90161065e+01,-3.06175667e+01,1
4.15119118e+01,-9.16018140e+01,7.17982193e+01,0
2.43155915e-01,-1.15156688e+02,-3.31998268e+01,1
1.39965870e+01,-5.95901105e+01,3.03204430e+01,0
2.79289570e+00,-1.18500957e+02,-2.95821538e+01,1
5.18247616e+00,-1.29080199e+02,-3.06428556e+01,1
2.05589327e+00,-1.28236305e+02,-3.70262068e+01,1
-3.69864145e+00,-7.58579609e+01,-1.83882747e+01,1
4.04212801e+01,-1.57225252e+02,3.01615436e+01,0
4.96679936e+00,-1.00808814e+02,-1.42155009e+01,1
3.37360373e+01,-1.43228812e+02,2.38018933e+01,0
1.00132318e-01,-1.15948231e+02,-3.39881448e+01,1
5.30920074e+01,-1.94867415e+02,3.55702961e+01,0
4.38212521e+00,-9.68183768e+01,-1.31177967e+01,1
3.03970919e+01,-1.29216601e+02,2.48235915e+01,0
-4.23196133e+00,-1.26860495e+02,-5.00558505e+01,1
1.53005652e+00,-1.10412171e+02,-2.75281901e+01,1
-1.45122981e+00,-1.33866477e+02,-4.81185131e+01,1
1.26496862e+01,-1.07616584e+02,-1.36017279e+00,1
2.94606316e+01,-7.66315792e+01,5.41993447e+01,0
-1.74596385e+01,-9.51341373e+01,-6.02284247e+01,0
